Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20140102,13.0,13.5,13.25,13.05,43800
20140103,13.25,13.5,13.35,13.25,50200
20140106,13.0,13.5,13.2,13.35,127400
20140107,13.2,13.75,13.5,13.2,145200
20140108,13.2,14.0,13.4,13.5,172600
20140109,13.4,14.0,13.6,13.4,157200
20140110,13.5,14.0,13.85,13.6,293900
20140113,13.75,14.0,13.85,13.85,62400
20140114,13.5,13.8,13.6,13.85,124300
20140115,13.2,13.65,13.5,13.6,182200
20140116,13.05,13.6,13.4,13.5,109600
20140117,13.1,13.8,13.4,13.4,176800
20140120,13.1,13.5,13.15,13.4,147700
20140121,13.15,13.2,13.15,13.15,135100
20140122,13.0,13.25,13.15,13.15,44900
20140123,13.0,13.25,13.0,13.15,132000
20140124,13.0,13.15,13.0,13.0,117300
20140127,12.1,13.15,12.8,13.0,92400
20140128,12.6,13.15,12.95,12.8,155100
20140129,12.75,13.0,12.8,12.95,103700
20140130,12.4,13.0,12.6,12.8,55600
20140131,11.35,12.6,11.95,12.6,207800
20140203,11.5,12.6,11.8,11.95,45800
20140204,11.9,12.1,11.95,11.8,78800
20140205,11.9,12.0,11.95,11.95,33900
20140206,11.9,12.0,11.95,11.95,38400
20140207,11.7,12.0,11.85,11.95,109400
20140210,11.65,11.9,11.65,11.85,595000
20140211,11.5,11.85,11.55,11.65,235100
20140212,11.5,11.9,11.55,11.55,189400
20140213,11.6,11.95,11.75,11.55,119300
20140214,11.7,11.9,11.75,11.75,151000
20140217,11.75,11.95,11.85,11.75,143900
20140218,11.6,11.8,11.75,11.85,84800
20140219,11.7,11.9,11.75,11.75,161700
20140220,11.6,11.95,11.75,11.75,83900
20140221,11.5,11.9,11.75,11.75,98200
20140224,11.55,11.9,11.75,11.75,50100
20140225,11.75,11.95,11.85,11.75,237500
20140226,11.85,12.0,11.95,11.85,364000
20140227,12.0,12.6,12.0,11.95,13400
20140228,12.0,12.5,12.05,12.0,353500
20140303,11.7,12.0,11.8,12.05,150600
20140304,11.85,12.05,11.95,11.8,395200
20140305,11.8,12.0,11.85,11.95,200100
20140306,11.7,12.0,11.75,11.85,209100
20140307,11.7,12.0,11.75,11.75,162000
20140310,11.5,11.8,11.55,11.75,282200
20140311,11.45,11.75,11.5,11.55,366700
20140312,11.0,11.75,11.45,11.5,1084200
20140313,11.55,12.0,11.85,11.45,579400
20140314,11.9,12.5,11.95,11.85,223500
20140317,11.8,12.0,11.95,11.95,121800
20140318,11.85,12.5,12.0,11.95,447500
20140319,12.05,12.9,12.25,12.0,125600
20140320,12.25,12.85,12.6,12.25,337700
20140321,12.75,13.5,13.1,12.6,374600
20140324,13.2,13.5,13.25,13.1,284500
20140325,12.85,13.25,13.1,13.25,363300
20140326,12.1,13.1,12.6,13.1,123700
20140327,12.1,12.9,12.2,12.6,132800
20140328,12.2,12.5,12.35,12.2,847500
20140331,12.2,12.9,12.5,12.35,197000
20140401,12.5,13.15,12.95,12.5,292500
20140402,13.0,13.15,13.1,12.95,217300
20140403,12.9,13.15,13.05,13.1,304200
20140404,12.9,13.15,13.05,13.05,100100
20140407,13.0,13.4,13.1,13.05,287900
20140408,12.8,13.1,12.9,13.1,108400
20140409,12.8,13.15,12.95,12.9,121400
20140410,12.9,13.0,12.95,12.95,120700
20140411,12.9,13.0,12.95,12.95,176100
20140414,12.8,13.0,12.9,12.95,67000
20140415,12.55,12.95,12.8,12.9,66400
20140416,12.6,12.8,12.65,12.8,96300
20140417,12.55,12.75,12.6,12.65,153600
20140422,12.6,12.95,12.65,12.6,279900
20140423,12.75,13.0,12.8,12.65,94400
20140424,12.75,12.9,12.8,12.8,149200
20140425,12.7,12.9,12.75,12.8,283500
20140428,12.8,12.95,12.85,12.75,248300
20140429,12.5,12.9,12.6,12.85,150800
20140430,12.4,12.8,12.45,12.6,1210100
20140502,12.2,12.8,12.3,12.45,174200
20140505,11.75,12.5,11.95,12.3,235800
20140506,11.9,12.2,11.95,11.95,235700
20140507,11.95,12.65,12.4,11.95,191400
20140508,12.3,12.85,12.5,12.4,109400
20140509,12.3,12.5,12.35,12.5,125900
20140512,12.3,12.5,12.4,12.35,149600
20140513,12.35,12.6,12.45,12.4,270700
20140514,12.5,13.0,12.55,12.45,656900
20140515,12.65,13.0,12.8,12.55,101300
20140516,12.65,12.9,12.8,12.8,166500
20140519,12.0,12.8,12.4,12.8,249900
20140520,12.0,12.35,12.15,12.4,46400
20140521,11.0,12.1,12.0,12.15,488500
20140522,11.7,12.05,11.85,12.0,294900
20140523,11.6,12.0,11.85,11.85,229900
20140526,11.5,11.95,11.7,11.85,103900
20140527,11.7,11.9,11.8,11.7,88300
20140528,11.6,11.85,11.7,11.8,164500
20140529,11.6,11.85,11.65,11.7,180800
20140530,11.3,11.85,11.55,11.65,315600
20140603,11.0,11.65,11.1,11.55,184400
20140604,10.85,11.6,11.0,11.1,224900
20140605,10.55,11.0,10.7,11.0,293700
20140606,10.55,11.0,10.85,10.7,226700
20140609,10.8,11.05,10.9,10.85,47200
20140610,10.85,11.05,10.9,10.9,228900
20140611,10.7,11.05,10.9,10.9,283400
20140612,10.9,11.05,10.95,10.9,390900
20140613,10.9,11.05,10.9,10.95,257600
20140616,10.9,11.05,11.0,10.9,144100
20140617,11.0,11.85,11.3,11.0,200200
20140618,11.85,12.4,12.2,11.3,624700
20140619,12.0,12.6,12.35,12.2,1283300
20140620,11.5,12.5,12.05,12.35,216500
20140623,11.4,12.0,11.65,12.05,69400
20140624,11.3,12.2,11.55,11.65,87100
20140625,10.4,11.6,10.85,11.55,313100
20140626,10.4,11.0,10.55,10.85,106000
20140627,9.5,10.5,10.1,10.55,332400
20140630,10.1,10.4,10.35,10.1,66100
20140701,10.2,10.5,10.4,10.35,297700
20140702,10.3,10.5,10.35,10.4,205800
20140703,10.3,10.45,10.35,10.35,81800
20140704,10.2,10.4,10.35,10.35,105300
20140707,10.1,10.35,10.15,10.35,169200
20140708,10.0,10.35,10.15,10.15,150100
20140709,10.1,10.25,10.15,10.15,60500
20140710,10.1,10.45,10.25,10.15,88800
20140711,10.0,10.4,10.15,10.25,254100
20140714,9.55,10.45,10.25,10.15,90800
20140715,10.05,10.4,10.2,10.25,141000
20140716,10.0,10.3,10.15,10.2,48700
20140717,10.2,10.4,10.3,10.15,249600
20140718,10.1,10.5,10.2,10.3,238100
20140721,10.1,10.25,10.2,10.2,185300
20140722,10.1,10.35,10.25,10.2,173800
20140723,10.0,10.5,10.15,10.25,85500
20140724,10.0,10.4,10.1,10.15,584100
20140725,10.05,10.35,10.1,10.1,106100
20140728,10.05,10.3,10.1,10.1,84000
20140729,10.05,10.3,10.1,10.1,84000
20140730,10.05,10.3,10.15,10.1,83400
20140731,10.1,10.3,10.25,10.15,87400
20140801,10.15,10.3,10.2,10.25,122800
20140804,10.2,10.3,10.25,10.2,455400
20140805,10.25,10.35,10.3,10.25,1931000
20140806,10.2,10.35,10.25,10.3,1204100
20140807,10.2,10.3,10.2,10.25,1083500
20140808,10.2,10.5,10.25,10.2,907200
20140811,10.2,10.85,10.3,10.25,49300
20140812,10.2,10.5,10.2,10.3,351100
20140813,10.25,10.7,10.45,10.2,151900
20140814,10.25,10.5,10.35,10.45,436400
20140815,10.25,10.5,10.3,10.35,134300
20140818,9.3,10.35,9.8,10.3,105600
20140819,9.5,10.25,9.8,9.8,91500
20140820,9.4,9.95,9.6,9.8,522400
20140821,9.15,9.75,9.4,9.6,231000
20140822,9.2,9.3,9.25,9.4,223300
20140825,9.35,9.6,9.4,9.25,205500
20140826,9.45,10.0,9.55,9.4,140700
20140827,9.85,10.3,10.0,9.55,1595700
20140828,9.8,10.1,9.95,10.0,1029000
20140829,9.95,10.3,10.0,9.95,1148200
20140901,9.8,10.05,9.9,10.0,238800
20140902,9.85,10.25,10.0,9.9,96900
20140903,9.9,10.3,9.95,10.0,766400
20140904,9.85,10.0,9.9,9.95,247000
20140905,9.55,9.95,9.85,9.9,1113600
20140908,9.8,9.95,9.85,9.85,229800
20140909,9.8,9.95,9.85,9.85,113600
20140910,9.8,10.0,9.9,9.85,279500
20140911,9.55,10.0,9.7,9.9,321200
20140912,9.55,9.8,9.65,9.7,321800
20140915,9.6,10.0,9.65,9.65,218600
20140916,9.4,9.8,9.55,9.65,295600
20140917,9.25,9.7,9.3,9.55,177900
20140918,9.1,9.35,9.25,9.3,461800
20140919,9.25,10.05,9.55,9.25,215200
20140922,9.5,10.2,9.8,9.55,104400
20140923,9.4,9.8,9.5,9.8,182300
20140924,9.2,9.6,9.45,9.5,210200
20140925,9.2,9.8,9.35,9.45,534900
20140926,9.2,10.0,9.4,9.35,93000
20140929,9.2,9.8,9.4,9.4,177100
20140930,9.1,9.5,9.25,9.4,243200
20141001,9.15,9.4,9.25,9.25,258200
20141002,9.1,9.5,9.25,9.25,215600
20141003,9.1,9.3,9.15,9.25,558900
20141006,9.05,9.5,9.1,9.15,516700
20141007,9.0,9.45,9.05,9.1,189500
20141008,8.85,9.05,8.95,9.05,549900
20141009,8.85,9.5,9.0,8.95,173200
20141010,9.1,9.5,9.15,9.0,143400
20141013,8.95,9.4,9.0,9.15,379000
20141014,8.85,9.0,8.95,9.0,343400
20141015,8.5,9.0,8.75,8.95,364600
20141016,8.75,9.0,8.85,8.75,58000
20141017,8.8,9.0,8.8,8.85,326800
20141021,8.8,9.2,8.9,8.8,55700
20141022,8.85,9.15,8.95,8.9,144500
20141023,8.95,9.5,9.0,8.95,276900
20141024,8.9,9.1,8.9,9.0,743000
20141027,8.9,9.5,9.0,8.9,155500
20141028,8.95,9.45,9.1,9.0,71600
20141029,9.0,9.45,9.2,9.1,116800
20141030,9.0,9.75,9.05,9.2,1610500
20141031,9.05,9.2,9.1,9.05,27800
20141103,9.1,10.0,9.4,9.1,52900
20141104,9.05,9.5,9.3,9.4,92800
20141105,9.0,9.4,9.2,9.3,58700
20141106,9.0,9.2,9.15,9.2,125100
20141107,9.1,9.5,9.2,9.15,445400
20141110,9.15,9.5,9.2,9.2,76500
20141111,9.15,9.5,9.2,9.2,45200
