Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20160701;38.0;38.0;38.0;37.0;5300
20160704;39.0;39.0;39.0;38.0;100
20160705;40.0;40.0;40.0;39.0;1400
20160706;40.0;40.0;40.0;40.0;-
20160707;40.0;40.0;40.0;40.0;-
20160708;39.0;39.0;39.0;40.0;1000
20160711;40.0;40.0;40.0;39.0;1500
20160712;37.0;39.0;38.75;40.0;5600
20160713;37.0;37.0;37.0;38.75;3800
20160714;39.75;39.75;39.75;37.0;100
20160715;37.0;37.0;37.0;39.75;1000
20160718;36.0;37.0;36.75;37.0;7900
20160719;36.75;36.75;36.75;36.75;-
20160720;37.0;37.0;37.0;36.75;300
20160721;37.0;37.0;37.0;37.0;400
20160722;34.0;37.0;36.5;37.0;1300
20160725;36.5;36.5;36.5;36.5;-
20160726;36.5;36.5;36.5;36.5;-
20160727;36.5;39.75;39.0;36.5;1300
20160728;39.0;39.0;39.0;39.0;-
20160729;37.0;41.5;40.5;39.0;900
