Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20131001;4.45;4.75;4.55;4.5;401400
20131002;4.55;4.75;4.65;4.55;2901700
20131003;4.55;4.75;4.6;4.65;740700
20131004;4.55;4.75;4.65;4.6;137100
20131007;4.65;4.8;4.7;4.65;374900
20131008;4.65;4.8;4.7;4.7;398200
20131009;4.7;4.95;4.75;4.7;360100
20131010;4.75;4.9;4.75;4.75;268900
20131011;4.7;4.9;4.75;4.75;491500
20131014;4.65;4.9;4.7;4.75;345900
20131015;4.7;4.8;4.7;4.7;272400
20131016;4.75;4.8;4.75;4.7;167700
20131017;4.75;4.85;4.75;4.75;565300
20131018;4.7;4.85;4.7;4.75;963100
20131022;4.65;4.9;4.7;4.7;511200
20131023;4.45;4.75;4.65;4.7;612300
20131024;4.5;4.7;4.6;4.65;204400
20131025;4.45;4.7;4.55;4.6;130200
20131028;4.6;4.7;4.6;4.55;408300
20131029;4.6;4.7;4.6;4.55;408300
20131030;4.55;4.7;4.6;4.6;616200
20131031;4.5;4.7;4.6;4.6;359900
