Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;37.0;37.0;37.0;37.0;-
KUKZ;Kakuzi;70.0;70.0;70.0;68.0;500
KAPC;Kapchorua Tea Kenya Plc;125.0;125.0;125.0;125.0;-
LIMT;Limuru Tea Plc;340.0;350.0;340.0;356.0;6400
SASN;Sasini Tea and Coffee Ltd;12.25;12.6;12.45;12.8;111200
WTK;Williamson Tea Kenya Plc;285.0;285.0;285.0;285.0;-
CGEN;Car and General (K) Ltd;19.55;19.55;19.55;19.75;700
ABSA;ABSA Bank Kenya Plc;11.0;11.75;11.15;11.5;223100
COOP;Co-operative Bank of Kenya Ltd;11.5;12.4;12.0;12.0;533200
DTK;Diamond Trust Bank Kenya Ltd;89.5;89.5;89.5;89.5;-
EQTY;Equity Group Holdings Ltd;17.2;17.45;17.25;17.35;2990600
HFCK;HF Group Ltd;13.8;14.0;13.8;13.3;6000
KCB;KCB Group Plc;15.0;15.95;15.05;14.95;1592700
NBK;National Bank of Kenya Ltd;19.0;19.05;19.0;19.25;3500
NCBA;NCBA Group Plc;24.0;26.0;24.9;25.15;20400
SBIC;Stanbic Holdings Plc;38.0;44.0;38.5;40.0;4500
SCBK;Standard Chartered Bank Kenya Ltd;153.0;161.0;158.0;155.0;5200
EVRD;Eveready East Africa Ltd;1.4;1.7;1.45;1.55;25500
XPRS;Express Ltd;3.6;4.0;3.6;4.0;3300
KQ;Kenya Airways Plc;18.55;19.5;18.65;19.2;66200
NMG;Nation Media Group Plc;139.0;140.0;139.0;138.0;30100
SMER;Sameer Africa Plc;3.55;4.0;3.8;3.9;107200
SGL;Standard Group Ltd;28.5;28.5;28.5;28.5;-
TPSE;TPS Eastern Africa (Serena) Ltd;50.5;50.5;50.5;50.0;100
UCHM;Uchumi Supermarket Ltd;6.6;7.0;6.9;6.9;123400
SCAN;WPP ScanGroup Plc;38.75;38.75;38.75;38.5;3200
ARM;ARM Cement Ltd;150.0;150.0;150.0;150.0;53300
BAMB;Bamburi Cement Ltd;138.0;142.0;139.0;140.0;45000
CRWN;Crown Berger Ltd;21.0;21.0;21.0;21.0;1000
CABL;East African Cables Ltd;10.0;10.55;10.45;10.7;65300
PORT;East African Portland Cement Ltd;55.0;55.0;55.0;55.0;-
KENO;KenolKobil Ltd;9.0;9.3;9.15;9.3;1093200
KEGN;Kenya Electricity Generating Company Plc;8.45;9.2;8.7;8.5;323100
KPLC;Kenya Power and Lighting Ltd;16.35;17.0;16.6;16.35;143200
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;14.5;15.0;14.9;15.0;2100
BRIT;Britam Holdings Ltd;4.6;4.95;4.65;4.75;127300
JUB;Jubilee Holdings Ltd;150.0;160.0;154.0;154.0;2400
KNRE;Kenya Re-Insurance Corporation Ltd;6.95;7.0;7.0;7.14;25100
SLAM;Sanlam Kenya Plc;19.0;20.0;19.95;21.0;10600
CTUM;Centum Investment Company Ltd;12.5;13.0;12.6;12.8;227000
OCH;Olympia Capital Holdings Ltd;3.8;3.8;3.8;3.8;-
TCL;Trans-Century Ltd;27.0;27.0;27.0;27.0;-
BAT;BAT Kenya Plc;204.0;224.0;223.0;225.0;51000
BOC;BOC Kenya Plc;90.0;93.0;90.0;95.0;2000
CARB;Carbacid Investments Plc;95.0;95.0;95.0;92.0;600
EABL;East African Breweries Ltd;160.0;161.0;160.0;160.0;31300
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;4.45;4.6;4.5;4.6;2148200
UNGA;Unga Group Ltd;10.5;11.25;10.95;10.9;211500
SCOM;Safaricom Plc;2.8;2.9;2.85;2.8;9259400
^N20I;NSE 20-Share Index;3072.38;3072.38;3072.38;3103.04;-
^NASI;NSE All-Share Index;65.37;65.37;65.37;65.57;-
;;;;;;
