Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;37.0;37.0;37.0;37.0;-
KUKZ;Kakuzi;70.0;70.0;70.0;70.0;-
KAPC;Kapchorua Tea Kenya Plc;125.0;125.0;125.0;125.0;-
LIMT;Limuru Tea Plc;340.0;340.0;340.0;340.0;-
SASN;Sasini Tea and Coffee Ltd;12.2;13.0;12.7;12.45;15700
WTK;Williamson Tea Kenya Plc;285.0;285.0;285.0;285.0;-
CGEN;Car and General (K) Ltd;19.55;19.7;19.55;19.55;3700
ABSA;ABSA Bank Kenya Plc;11.0;11.9;11.3;11.15;263400
COOP;Co-operative Bank of Kenya Ltd;11.55;12.4;12.0;12.0;103900
DTK;Diamond Trust Bank Kenya Ltd;87.0;88.0;87.0;89.5;3000
EQTY;Equity Group Holdings Ltd;17.2;17.5;17.35;17.25;2225000
HFCK;HF Group Ltd;12.9;14.0;13.4;13.8;83800
KCB;KCB Group Plc;15.0;15.45;15.1;15.05;1422200
NBK;National Bank of Kenya Ltd;18.0;19.0;18.95;19.0;5000
NCBA;NCBA Group Plc;22.5;25.0;24.0;24.9;115200
SBIC;Stanbic Holdings Plc;40.0;40.0;40.0;38.5;800
SCBK;Standard Chartered Bank Kenya Ltd;155.0;158.0;156.25;158.0;3200
EVRD;Eveready East Africa Ltd;1.5;1.55;1.5;1.45;11000
XPRS;Express Ltd;3.6;3.6;3.6;3.6;-
KQ;Kenya Airways Plc;18.55;19.0;18.65;18.65;30100
NMG;Nation Media Group Plc;140.0;141.0;140.0;139.0;2000
SMER;Sameer Africa Plc;3.8;4.0;3.95;3.8;1700
SGL;Standard Group Ltd;28.5;28.5;28.5;28.5;-
TPSE;TPS Eastern Africa (Serena) Ltd;50.5;50.5;50.5;50.5;-
UCHM;Uchumi Supermarket Ltd;6.5;7.55;6.85;6.9;103900
SCAN;WPP ScanGroup Plc;38.75;40.0;39.5;38.75;1500
ARM;ARM Cement Ltd;150.0;150.0;150.0;150.0;100
BAMB;Bamburi Cement Ltd;139.0;139.0;139.0;139.0;200
CRWN;Crown Berger Ltd;22.5;23.0;22.75;21.0;2700
CABL;East African Cables Ltd;10.5;10.5;10.5;10.45;32600
PORT;East African Portland Cement Ltd;55.0;55.0;55.0;55.0;-
KENO;KenolKobil Ltd;9.0;9.5;9.0;9.15;266400
KEGN;Kenya Electricity Generating Company Plc;8.5;9.2;8.65;8.7;77800
KPLC;Kenya Power and Lighting Ltd;16.15;16.6;16.2;16.6;164200
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;14.8;15.5;14.85;14.9;44100
BRIT;Britam Holdings Ltd;4.4;4.7;4.5;4.65;180800
JUB;Jubilee Holdings Ltd;155.0;155.0;155.0;154.0;300
KNRE;Kenya Re-Insurance Corporation Ltd;7.0;7.6;7.34;7.0;219800
SLAM;Sanlam Kenya Plc;20.0;20.0;20.0;19.95;10700
CTUM;Centum Investment Company Ltd;12.0;12.75;12.3;12.6;114700
OCH;Olympia Capital Holdings Ltd;3.95;3.95;3.95;3.8;700
TCL;Trans-Century Ltd;27.0;27.0;27.0;27.0;200
BAT;BAT Kenya Plc;221.0;223.0;221.0;223.0;3500
BOC;BOC Kenya Plc;90.0;90.0;90.0;90.0;-
CARB;Carbacid Investments Plc;95.0;95.0;95.0;95.0;1200
EABL;East African Breweries Ltd;160.0;164.0;161.0;160.0;153800
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;4.6;4.95;4.8;4.5;520600
UNGA;Unga Group Ltd;10.7;11.5;10.95;10.95;185100
SCOM;Safaricom Plc;2.75;2.9;2.8;2.85;7389100
^N20I;NSE 20-Share Index;3070.36;3070.36;3070.36;3072.38;-
^NASI;NSE All-Share Index;65.23;65.23;65.23;65.37;-
;;;;;;
