Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20211001;6.76;7.2;6.9;6.76;3300
20211004;6.76;7.0;6.92;6.9;7900
20211005;6.54;7.0;6.76;6.92;4200
20211006;6.9;7.0;6.96;6.76;5800
20211007;6.7;7.18;6.84;6.96;19400
20211008;6.5;7.0;6.62;6.84;109900
20211011;6.5;7.0;6.62;6.84;109900
20211012;6.46;6.7;6.5;6.62;16500
20211013;6.5;6.6;6.5;6.5;81700
20211014;6.4;6.7;6.5;6.5;89100
20211015;6.5;6.7;6.54;6.5;21900
20211018;6.5;6.7;6.52;6.54;700
20211019;6.5;6.6;6.54;6.52;2300
20211021;6.98;6.98;6.98;6.54;100
20211022;6.98;6.98;6.98;6.98;200
20211025;6.6;6.98;6.78;6.98;10600
20211026;6.5;7.0;6.58;6.78;30000
20211027;6.8;6.98;6.88;6.58;1400
20211028;6.8;6.98;6.9;6.88;1600
20211029;6.5;7.1;6.72;6.9;17700
