Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20160801;17.55;17.9;17.65;17.8;32500
20160802;17.55;19.3;17.8;17.65;20600
20160803;17.5;19.55;18.6;17.8;90600
20160804;18.0;20.25;19.7;18.6;16200
20160805;19.55;20.0;19.85;19.7;22700
20160808;19.5;19.9;19.6;19.85;34000
20160809;19.0;19.5;19.4;19.6;20700
20160810;18.05;19.4;18.95;19.4;18300
20160811;17.75;19.0;18.2;18.95;11300
20160812;18.0;19.0;18.4;18.2;6000
20160815;18.0;18.4;18.2;18.4;4900
20160816;17.7;19.0;18.3;18.2;41700
20160817;18.0;19.5;18.35;18.3;34500
20160818;17.7;18.5;18.15;18.35;33100
20160819;17.0;19.5;18.2;18.15;12700
20160822;16.8;18.2;17.6;18.2;15900
20160823;17.0;17.6;17.1;17.6;27200
20160824;16.05;17.0;16.7;17.1;34300
20160825;16.7;17.6;17.1;16.7;95200
20160826;17.0;17.5;17.15;17.1;45300
20160829;17.2;18.1;17.5;17.15;14400
20160830;16.5;18.0;17.15;17.5;32100
20160831;16.3;18.0;17.4;17.15;17200
