Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;16.0;16.0;16.0;16.0;200
KUKZ;Kakuzi;310.0;310.0;310.0;310.0;-
KAPC;Kapchorua Tea Kenya Plc;75.0;75.0;75.0;70.5;300
LIMT;Limuru Tea Plc;500.0;500.0;500.0;500.0;-
SASN;Sasini Tea and Coffee Ltd;20.0;21.0;20.25;21.0;700
WTK;Williamson Tea Kenya Plc;162.0;164.0;163.0;164.0;1400
CGEN;Car and General (K) Ltd;19.0;19.0;19.0;19.0;-
ABSA;ABSA Bank Kenya Plc;10.65;11.3;10.95;11.2;97400
COOP;Co-operative Bank of Kenya Ltd;14.0;14.5;14.15;14.15;1735100
DTK;Diamond Trust Bank Kenya Ltd;146.0;146.0;146.0;150.0;20600
EQTY;Equity Group Holdings Ltd;39.0;40.0;39.0;39.25;413500
HFCK;HF Group Ltd;5.4;5.65;5.4;5.34;12800
IMH;I & M Holdings Plc;85.0;85.0;85.0;85.0;-
KCB;KCB Group Plc;38.5;39.25;38.75;38.75;1730000
NBK;National Bank of Kenya Ltd;5.75;6.0;5.75;5.75;6300
NCBA;NCBA Group Plc;22.0;23.0;22.2;22.25;25000
SBIC;Stanbic Holdings Plc;92.0;92.5;92.0;91.5;3809300
SCBK;Standard Chartered Bank Kenya Ltd;188.0;190.0;188.0;188.0;46600
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.1;1.2;1.1;1.1;9200
XPRS;Express Ltd;5.3;5.3;5.3;5.3;800
KQ;Kenya Airways Plc;9.6;9.7;9.65;9.55;600
LKL;Longhorn Publishers Plc;5.1;5.25;5.1;5.1;32400
NBV;Nairobi Business Ventures Ltd;1.4;1.4;1.4;1.3;800
NMG;Nation Media Group Plc;70.0;70.0;70.0;69.0;1900
SMER;Sameer Africa Plc;2.0;2.05;2.0;2.0;2100
SGL;Standard Group Ltd;27.5;27.5;27.5;27.5;-
TPSE;TPS Eastern Africa (Serena) Ltd;22.5;22.5;22.5;22.75;2400
UCHM;Uchumi Supermarket Ltd;0.6;0.65;0.6;0.6;2200
SCAN;WPP ScanGroup Plc;13.75;14.2;13.8;14.15;1400
ARM;ARM Cement Ltd;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;143.0;143.0;143.0;143.0;-
CRWN;Crown Berger Ltd;80.0;80.0;80.0;80.0;-
CABL;East African Cables Ltd;2.7;2.7;2.7;2.6;200
PORT;East African Portland Cement Ltd;14.0;15.0;14.05;14.0;1500
KENO;KenolKobil Ltd;18.6;19.0;18.6;18.65;6400
KEGN;Kenya Electricity Generating Company Plc;7.0;7.1;7.0;7.05;659000
KPLC;Kenya Power and Lighting Ltd;3.4;3.7;3.5;3.6;2537600
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;27.0;27.0;27.0;26.5;12600
UMME;Umeme Ltd;8.25;8.25;8.25;7.5;100
BRIT;Britam Holdings Ltd;10.5;10.6;10.55;10.4;2900
CIC;CIC Insurance Group Ltd;3.85;3.9;3.85;3.85;46500
JUB;Jubilee Holdings Ltd;419.0;419.0;419.0;419.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;15.0;15.35;15.2;15.3;5600
LBTY;Liberty Kenya Holdings Ltd;13.25;13.3;13.25;13.25;2000
SLAM;Sanlam Kenya Plc;25.0;25.0;25.0;25.0;-
CTUM;Centum Investment Company Ltd;26.0;26.75;26.45;26.35;11500
HAFR;Home Afrika Ltd;0.6;0.7;0.6;0.6;60300
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.45;2.45;2.45;2.35;100
TCL;Trans-Century Ltd;3.25;3.5;3.45;3.5;5600
NSE;Nairobi Securities Exchange Plc;14.0;14.45;14.0;14.15;24200
BAT;BAT Kenya Plc;580.0;580.0;580.0;590.0;900
BOC;BOC Kenya Plc;75.0;75.0;75.0;75.0;-
CARB;Carbacid Investments Plc;10.85;11.0;10.85;10.85;6200
EABL;East African Breweries Ltd;164.0;167.0;164.0;162.0;515300
FTGH;Flame Tree Group Holdings Ltd;3.3;3.3;3.3;3.3;800
ORCH;Kenya Orchards Ltd;14.0;14.0;14.0;14.0;-
MSC;Mumias Sugar Company Ltd;0.65;0.7;0.65;0.65;65400
UNGA;Unga Group Ltd;39.0;39.5;39.25;39.5;500
SCOM;Safaricom Plc;23.75;24.0;23.75;23.75;2451000
FAHR;Stanlib Fahari Income-REIT;9.5;10.5;9.65;9.85;7200
GLD;Barclays NewGold ETF;1165.0;1165.0;1165.0;1165.0;-
^FNK15;FTSE NSE Kenya 15 Index;177.1;178.74;177.13;177.31;-
^FNK25;FTSE NSE Kenya 25 Index;182.07;183.68;182.07;182.37;-
^N20I;NSE 20-Share Index;2760.84;2760.84;2760.84;2777.96;-
^N25I;NSE 25-Share Index;3621.18;3621.18;3621.18;3625.28;-
^NASI;NSE All-Share Index;144.13;144.13;144.13;144.2;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1664.74;1664.74;1664.74;1669.15;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1398.38;1398.38;1398.38;1402.09;-
;;;;;;
