KUKZ;Kakuzi;32.0;33.5;33.0;8400
REA;Rea Vipingo Plantations Ltd;22.0;24.0;23.25;84500
SASN;Sasini Tea and Coffee Ltd;37.0;44.75;41.5;47400
WTK;Williamson Tea Kenya Ltd;80.0;83.0;81.5;400
CMC;CMC Holdings Ltd;103.0;113.0;107.0;119500
FIRE;Sameer Africa Ltd;15.0;16.0;15.35;58800
BBK;Barclays Bank Ltd;307.0;310.0;307.0;19000
DTK;Diamond Trust Bank Kenya Ltd;65.0;73.0;71.5;161800
EQTY;Equity Group Holdings Ltd;122.0;134.0;131.0;11300
HFCK;HF Group Limited;40.0;43.0;41.25;241200
KCB;Kenya Commercial Bank Ltd;172.0;185.0;180.0;271900
NBK;National Bank of Kenya Ltd;50.0;55.0;53.0;148200
NIC;NIC Bank Ltd;96.0;105.0;98.0;81300
CFC;Stanbic Holdings Ltd;85.0;86.0;85.5;4500
SCBK;Standard Chartered Bank Ltd;155.0;161.0;158.0;25200
XPRS;Express Ltd;22.25;23.5;22.75;137200
KQ;Kenya Airways Ltd;112.0;120.0;118.0;790700
NMG;Nation Media Group;207.0;208.0;207.0;4400
SGL;Standard Group Ltd;41.0;46.5;44.75;37700
TPSE;TPS Eastern Africa (Serena) Ltd;97.0;101.0;98.0;8500
SCAN;WPP ScanGroup Ltd;23.5;28.5;28.0;1.42M
ARM;ARM Cement Ltd;81.0;95.0;89.5;99000
BERG;Crown Berger Ltd;34.0;36.0;35.0;21100
CABL;East African Cables Ltd;101.0;111.0;104.0;345100
PORT;East African Portland Cement Ltd;130.0;143.0;137.0;2300
KENO;KenolKobil Ltd;115.0;120.0;115.0;18800
KEGN;Kenya Electricity Generating Company Ltd;31.0;35.0;33.75;1.09M
KPLC;Kenya Power and Lighting Ltd;200.0;211.0;207.0;369600
TOTL;Total Kenya Ltd;36.0;38.0;37.25;34500
JUB;Jubilee Holdings Ltd;162.0;165.0;163.0;8500
PAFR;Sanlam Kenya Plc;80.0;85.0;82.5;8100
ICDC;Centum Investment Company Ltd;190.0;202.0;195.0;11500
OCH;Olympia Capital Holdings Ltd;14.0;15.0;14.6;2900
BAT;British American Tobacco Kenya Ltd;185.0;192.0;187.0;11700
EABL;East African Breweries Ltd;140.0;143.0;140.0;123900
MSC;Mumias Sugar Company Ltd;56.5;60.0;58.5;665600
UNGA;Unga Group Ltd;18.0;18.5;18.15;53700
^N20I;NSE 20-Share Index;4601.22;4601.22;4601.22;-
;;;;;
