Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20200901;1809.74;1809.74;1809.74;1794.85;-
20200902;1835.3;1835.3;1835.3;1809.74;-
20200903;1852.39;1852.39;1852.39;1835.3;-
20200904;1855.04;1855.04;1855.04;1852.39;-
20200907;1849.64;1849.64;1849.64;1855.04;-
20200908;1850.63;1850.63;1850.63;1849.64;-
20200909;1853.32;1853.32;1853.32;1850.63;-
20200910;1871.84;1871.84;1871.84;1853.32;-
20200911;1875.69;1875.69;1875.69;1871.84;-
20200914;1879.44;1879.44;1879.44;1875.69;-
20200915;1877.8;1877.8;1877.8;1879.44;-
20200916;1866.24;1866.24;1866.24;1877.8;-
20200917;1844.6;1844.6;1844.6;1866.24;-
20200918;1847.41;1847.41;1847.41;1844.6;-
20200921;1848.74;1848.74;1848.74;1847.41;-
20200922;1839.96;1839.96;1839.96;1848.74;-
20200923;1840.68;1840.68;1840.68;1839.96;-
20200924;1832.0;1832.0;1832.0;1840.68;-
20200925;1847.63;1847.63;1847.63;1832.0;-
20200928;1850.21;1850.21;1850.21;1847.63;-
20200929;1844.99;1844.99;1844.99;1850.21;-
20200930;1852.29;1852.29;1852.29;1844.99;-
