Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20080303;320.0;334.0;321.0;319.0;104200
20080304;300.0;352.0;333.0;321.0;135500
20080305;328.0;366.0;342.0;333.0;64400
20080306;336.0;360.0;347.0;342.0;73700
20080307;335.0;350.0;339.0;347.0;134400
20080310;337.0;344.0;339.0;339.0;50400
20080311;330.0;341.0;338.0;339.0;89200
20080312;330.0;338.0;334.0;338.0;28000
20080313;315.0;338.0;332.0;334.0;56500
20080314;320.0;330.0;329.0;332.0;55100
20080317;320.0;334.0;325.0;329.0;28900
20080318;302.0;330.0;325.0;325.0;12700
20080319;320.0;340.0;328.0;325.0;120600
20080320;327.0;329.0;328.0;328.0;38700
20080325;320.0;329.0;327.0;328.0;14100
20080326;320.0;328.0;324.0;327.0;19600
20080327;315.0;325.0;319.0;324.0;14800
20080328;320.0;324.0;320.0;319.0;6600
20080331;320.0;324.0;323.0;320.0;19300
