Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180702;140.0;140.0;140.0;139.0;600
20180703;138.0;139.0;138.0;140.0;300
20180704;138.0;138.0;138.0;138.0;-
20180705;140.0;140.0;140.0;138.0;900
20180706;140.0;140.0;140.0;140.0;100
20180709;138.0;138.0;138.0;140.0;10400
20180710;136.0;138.0;136.0;138.0;900
20180711;136.0;136.0;136.0;136.0;-
20180712;138.0;138.0;138.0;136.0;6900
20180713;137.0;138.0;137.0;138.0;500
20180716;136.0;138.0;136.0;137.0;1800
20180717;137.0;138.0;137.0;136.0;1000
20180718;136.0;138.0;137.0;137.0;1100
20180719;138.0;138.0;138.0;137.0;1000
20180720;136.0;138.0;136.0;138.0;1700
20180723;138.0;138.0;138.0;136.0;800
20180724;138.0;138.0;138.0;138.0;400
20180725;138.0;138.0;138.0;138.0;300
20180726;138.0;138.0;138.0;138.0;-
20180727;138.0;138.0;138.0;138.0;1800
20180730;138.0;138.0;138.0;138.0;-
20180731;135.0;138.0;135.0;138.0;1100
