Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20160104;98.0;98.0;98.0;98.0;-
20160105;98.0;98.0;98.0;98.0;-
20160106;98.0;98.0;98.0;98.0;-
20160107;98.0;98.0;98.0;98.0;-
20160108;98.0;98.0;98.0;98.0;-
20160111;98.0;98.0;98.0;98.0;-
20160112;98.0;98.0;98.0;98.0;-
20160113;98.0;98.0;98.0;98.0;-
20160114;98.0;98.0;98.0;98.0;-
20160115;98.0;98.0;98.0;98.0;-
20160118;98.0;98.0;98.0;98.0;-
20160119;98.0;98.0;98.0;98.0;-
20160120;98.0;98.0;98.0;98.0;-
20160121;98.0;98.0;98.0;98.0;-
20160122;98.0;98.0;98.0;98.0;-
20160125;98.0;98.0;98.0;98.0;-
20160126;98.0;98.0;98.0;98.0;-
20160127;98.0;98.0;98.0;98.0;-
20160128;97.0;97.0;97.0;98.0;200
20160129;97.0;97.0;97.0;97.0;-
