20120702,11.0,11.2,11.1,142900
20120703,11.15,11.4,11.25,3.83M
20120704,11.1,11.5,11.2,359000
20120705,11.05,11.3,11.15,746500
20120706,11.2,11.35,11.3,1.84M
20120709,11.2,11.4,11.3,2.11M
20120710,11.2,11.5,11.4,792300
20120711,11.4,11.7,11.5,2.50M
20120712,11.5,11.9,11.6,838800
20120713,11.4,11.8,11.55,696500
20120716,11.35,11.7,11.55,1.62M
20120717,11.5,11.65,11.55,439300
20120718,11.5,11.6,11.5,305000
20120719,11.5,11.6,11.5,1.08M
20120720,11.4,11.7,11.5,224700
20120723,11.0,11.7,11.55,1.79M
20120724,11.45,11.65,11.5,2.44M
20120725,11.5,12.0,11.6,145100
20120726,11.55,11.7,11.6,327200
20120727,11.55,11.7,11.6,296000
20120730,11.55,11.75,11.65,485100
20120731,11.45,11.65,11.55,421800
