Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20130102;3.7;3.7;3.7;3.4;500
20130103;3.6;3.7;3.6;3.7;1300
20130104;3.6;3.7;3.65;3.6;200
20130107;3.5;3.6;3.55;3.65;9500
20130108;3.55;3.55;3.55;3.55;-
20130109;3.5;3.5;3.5;3.55;200
20130110;3.5;3.6;3.55;3.5;8400
20130111;3.55;3.55;3.55;3.55;-
20130114;3.55;3.55;3.55;3.55;-
20130115;3.6;3.7;3.65;3.55;500
20130116;3.7;3.7;3.7;3.65;800
20130117;3.65;3.7;3.65;3.7;5100
20130118;3.7;3.7;3.7;3.65;1300
20130121;3.7;3.7;3.7;3.7;-
20130122;3.65;3.95;3.7;3.7;8100
20130123;3.7;3.95;3.7;3.7;1100
20130124;3.65;3.7;3.65;3.7;12100
20130125;3.6;3.6;3.6;3.65;40600
20130128;3.6;3.6;3.6;3.6;-
20130129;3.6;3.6;3.6;3.6;-
20130130;3.6;3.6;3.6;3.6;1100
20130131;3.6;3.6;3.6;3.6;-
