20170201,7.25,7.6,7.4,79700
20170202,7.5,8.0,7.65,341000
20170203,7.75,8.0,7.9,3.87M
20170206,7.95,8.1,8.0,2.13M
20170207,8.0,8.4,8.05,1.32M
20170208,8.15,8.65,8.45,2.14M
20170209,8.4,9.0,8.8,11.96M
20170210,8.65,9.0,8.75,168200
20170213,8.5,8.9,8.6,162800
20170214,8.45,8.7,8.5,118000
20170215,8.0,8.5,8.15,87800
20170216,8.25,8.5,8.4,23100
20170217,8.25,8.9,8.3,111300
20170220,8.0,8.55,8.25,123400
20170221,8.2,8.4,8.3,405500
20170222,8.2,9.0,8.3,1.52M
20170223,8.05,9.0,8.65,248900
20170224,8.5,9.0,8.75,1.63M
20170227,8.65,8.9,8.75,92900
20170228,8.5,8.8,8.5,521200
