Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;11.0;11.8;11.0;11.85;10100
KUKZ;Kakuzi Plc;372.75;372.75;372.75;372.75;-
KAPC;Kapchorua Tea Kenya Plc;98.0;98.0;98.0;98.0;100
LIMT;Limuru Tea Plc;290.0;290.0;290.0;295.0;300
SASN;Sasini Plc;19.0;19.95;19.2;19.0;1300
WTK;Williamson Tea Kenya Plc;152.25;152.25;152.25;152.25;-
CGEN;Car and General (K) Ltd;31.0;31.0;31.0;30.0;400
ABSA;ABSA Bank Kenya Plc;10.0;10.1;10.0;10.0;710000
BKG;BK Group Plc;28.0;28.0;28.0;28.0;-
COOP;Co-operative Bank of Kenya Ltd;13.1;13.75;13.45;13.5;731900
DTK;Diamond Trust Bank Kenya Ltd;66.0;69.0;69.0;66.25;3283400
EQTY;Equity Group Holdings Plc;48.25;48.6;48.55;48.55;1476900
HFCK;HF Group Ltd;3.68;3.8;3.73;3.7;19200
IMH;I & M Holdings Plc;21.5;22.85;21.5;21.5;1358400
KCB;KCB Group Plc;44.6;45.0;44.75;44.85;137600
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;25.55;26.5;25.65;25.95;88300
SBIC;Stanbic Holdings Plc;82.75;82.75;82.75;82.75;-
SCBK;Standard Chartered Bank Kenya Ltd;129.5;132.0;129.75;129.75;57200
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.04;1.04;1.04;0.97;100
XPRS;Express Kenya Plc;4.4;4.4;4.4;4.4;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;3.96;4.09;3.98;4.04;5500
NBV;Nairobi Business Ventures Ltd;9.86;11.95;11.05;10.95;43200
NMG;Nation Media Group Plc;24.5;25.0;24.95;25.0;7700
SMER;Sameer Africa Plc;3.01;3.33;3.07;3.21;500
SGL;Standard Group Plc;18.75;18.75;18.75;18.8;1800
TPSE;TPS Eastern Africa (Serena) Ltd;14.9;15.0;15.0;14.0;60400
UCHM;Uchumi Supermarket Plc;0.25;0.27;0.26;0.25;232000
SCAN;WPP ScanGroup Plc;4.85;5.0;4.94;4.6;36800
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;38.0;39.0;38.5;38.25;13700
CRWN;Crown Paints Kenya Plc;19.05;20.25;19.8;20.25;34500
CABL;East African Cables Ltd;1.3;1.4;1.33;1.35;20300
PORT;East African Portland Cement Ltd;7.2;7.2;7.2;7.3;100
KEGN;Kenya Electricity Generating Company Plc;4.25;4.45;4.36;4.38;81600
KPLC-P4;KPLC-P4;4.53;4.53;4.53;4.53;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.38;1.44;1.4;1.41;2165100
TOTL;Total Kenya Ltd;24.25;25.0;24.6;24.0;3000
UMME;Umeme Ltd;5.82;5.82;5.82;5.82;4500
BRIT;Britam Holdings Plc;7.42;7.7;7.5;7.52;14100
CIC;CIC Insurance Group Ltd;2.4;2.62;2.52;2.64;26300
JUB;Jubilee Holdings Ltd;350.0;360.0;353.75;385.0;5900
KNRE;Kenya Re-Insurance Corporation Ltd;2.5;2.53;2.52;2.51;570600
LBTY;Liberty Kenya Holdings Ltd;8.54;8.56;8.56;7.8;3600
SLAM;Sanlam Kenya Plc;9.9;11.5;11.3;11.0;5600
CTUM;Centum Investment Company Plc;16.9;17.5;17.3;16.95;376300
HAFR;Home Afrika Ltd;0.42;0.44;0.43;0.41;10200
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;1.9;2.0;1.91;2.0;10200
TCL;Trans-Century Plc;1.15;1.18;1.15;1.17;18400
NSE;Nairobi Securities Exchange Plc;8.4;9.0;8.82;8.82;6100
BOC;BOC Kenya Plc;63.5;63.5;63.5;63.0;100
BAT;British American Tobacco Kenya Plc;445.0;445.0;445.0;438.25;700
CARB;Carbacid Investments Plc;12.0;12.0;12.0;12.0;100
EABL;East African Breweries Ltd;185.0;188.0;187.75;187.0;6100
FTGH;Flame Tree Group Holdings Ltd;1.3;1.38;1.32;1.33;6800
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
UNGA;Unga Group Ltd;27.1;27.1;27.1;27.1;-
SCOM;Safaricom Plc;41.75;42.9;42.6;42.6;5471700
FAHR;Stanlib Fahari Income-REIT;6.5;6.7;6.66;6.54;21100
GLD;ABSA NewGold ETF;1890.0;1890.0;1890.0;1890.0;-
^FNK15;FTSE NSE Kenya 15 Index;211.27;212.76;212.08;211.92;-
^FNK25;FTSE NSE Kenya 25 Index;235.24;238.18;237.31;237.37;-
^N20I;NSE 20-Share Index;1985.02;1985.02;1985.02;1972.33;-
^N25I;NSE 25-Share Index;3897.29;3897.29;3897.29;3902.04;-
^NASI;NSE All-Share Index;178.61;178.61;178.61;178.65;-
^ZKEQTK;Zamara Kenya Equity Index (KES);2181.99;2181.99;2181.99;2179.65;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1736.32;1736.32;1736.32;1734.45;-
;;;;;;
