Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20211101;3.9;3.98;3.96;3.91;12300
20211102;3.9;4.0;3.93;3.96;400
20211103;3.74;4.0;3.77;3.93;2500
20211104;3.7;3.94;3.71;3.77;50800
20211105;3.71;3.98;3.8;3.71;300
20211108;3.9;3.99;3.91;3.8;24200
20211109;3.9;3.94;3.91;3.91;12900
20211110;3.89;4.0;3.95;3.91;90300
20211111;3.7;3.95;3.78;3.95;45700
20211112;3.85;4.0;3.93;3.78;47300
20211115;3.85;4.0;3.91;3.93;18100
20211116;3.92;3.92;3.92;3.91;15400
20211117;3.86;4.0;3.9;3.92;1200
20211118;3.8;4.0;3.98;3.9;54700
20211119;3.91;4.0;3.98;3.98;2700
20211122;4.0;4.0;4.0;3.98;94100
20211123;4.0;4.1;4.04;4.0;45000
20211124;4.0;4.0;4.0;4.04;66200
20211125;3.95;4.0;3.97;4.0;76300
20211126;3.9;3.95;3.93;3.97;4100
20211129;3.85;3.95;3.9;3.93;400
20211130;3.9;3.95;3.91;3.9;52200
