Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20211101;36.5;37.0;36.75;36.65;8300
20211102;36.0;36.65;36.15;36.75;13900
20211103;36.0;36.15;36.05;36.15;3300
20211104;36.0;37.0;36.75;36.05;1100
20211105;36.0;37.0;36.45;36.75;18100
20211108;36.0;36.5;36.05;36.45;47800
20211109;35.1;36.5;35.5;36.05;42300
20211110;35.05;36.5;35.15;35.5;17000
20211111;35.5;36.5;35.6;35.15;4100
20211112;35.05;36.5;35.4;35.6;12200
20211115;36.5;36.5;36.5;35.4;1100
20211116;36.5;36.5;36.5;36.5;300
20211117;35.1;36.5;35.35;36.5;17600
20211118;35.5;36.0;35.65;35.35;1300
20211119;35.5;36.0;36.0;35.65;2200
20211122;35.5;36.0;35.55;36.0;8400
20211123;35.5;36.0;35.55;35.55;58100
20211124;35.05;35.5;35.25;35.55;6200
20211125;35.2;35.5;35.25;35.25;6100
20211126;35.6;35.6;35.6;35.25;800
20211129;35.1;35.6;35.15;35.6;3700
20211130;35.0;35.6;35.25;35.15;58100
