Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20211101;8.8;9.5;9.18;8.8;1900
20211102;8.4;9.44;8.48;9.18;8500
20211103;8.3;8.8;8.54;8.48;6200
20211104;8.3;9.0;8.38;8.54;11900
20211105;8.3;8.4;8.32;8.38;9200
20211108;8.1;8.38;8.2;8.32;26000
20211109;8.3;8.5;8.4;8.2;9400
20211110;8.34;8.5;8.42;8.4;4200
20211111;8.3;8.5;8.44;8.42;19000
20211112;8.3;8.4;8.38;8.44;3000
20211115;8.2;8.4;8.24;8.38;94900
20211116;8.2;8.4;8.24;8.24;7700
20211117;8.24;9.0;8.5;8.24;33300
20211118;8.2;8.4;8.22;8.5;4500
20211119;8.2;8.5;8.32;8.22;5000
20211122;8.1;8.3;8.2;8.32;899900
20211123;8.2;8.3;8.24;8.2;4900
20211124;8.3;8.3;8.3;8.24;9600
20211125;8.2;8.5;8.28;8.3;102100
20211126;8.24;8.5;8.42;8.28;2600
20211129;8.56;9.0;8.7;8.42;66800
20211130;8.42;8.8;8.64;8.7;25700
