Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20211101;29.0;29.0;29.0;29.0;-
20211102;26.1;29.0;28.75;29.0;2200
20211103;28.75;28.75;28.75;28.75;-
20211104;28.75;28.75;28.75;28.75;-
20211105;26.5;26.6;26.5;28.75;800
20211108;26.5;26.5;26.5;26.5;-
20211109;26.5;28.5;27.0;26.5;134500
20211110;28.5;28.5;28.5;27.0;400
20211111;27.0;28.0;27.85;28.5;700
20211112;28.5;28.5;28.5;27.85;100
20211115;28.5;28.5;28.5;28.5;100
20211116;26.1;27.0;26.9;28.5;800
20211117;26.9;26.9;26.9;26.9;-
20211118;26.9;26.9;26.9;26.9;-
20211119;26.9;26.9;26.9;26.9;-
20211122;26.0;28.0;26.4;26.9;500
20211123;28.0;28.0;28.0;26.4;300
20211124;27.0;27.0;27.0;28.0;2200
20211125;27.0;27.0;27.0;27.0;-
20211126;26.0;28.0;26.6;27.0;2600
20211129;26.6;26.6;26.6;26.6;-
20211130;26.6;26.6;26.6;26.6;-
