Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20211101;3.79;4.1;3.99;3.81;25000
20211102;3.75;4.0;3.8;3.99;7700
20211103;3.72;3.95;3.72;3.8;8900
20211104;3.8;4.0;3.81;3.72;5700
20211105;3.8;4.0;3.82;3.81;11700
20211108;3.85;4.2;4.16;3.82;132300
20211109;4.0;4.57;4.17;4.16;4670500
20211110;4.0;4.57;4.24;4.17;41400
20211111;4.2;4.37;4.23;4.24;13600
20211112;3.86;4.37;4.15;4.23;23400
20211115;4.15;4.56;4.45;4.15;37400
20211116;4.4;4.58;4.51;4.45;40700
20211117;4.4;4.64;4.49;4.51;54900
20211118;4.55;4.9;4.78;4.49;56900
20211119;4.78;5.2;4.9;4.78;225600
20211122;4.55;5.2;4.85;4.9;56600
20211123;4.4;4.98;4.7;4.85;68100
20211124;4.36;4.6;4.46;4.7;102900
20211125;4.05;4.4;4.14;4.46;60500
20211126;4.2;4.35;4.32;4.14;3000
20211129;4.3;4.4;4.33;4.32;9100
20211130;4.15;4.4;4.21;4.33;129900
