Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20130701;4.9;5.0;4.95;4.9;8200
20130702;5.0;5.4;5.35;4.95;13900
20130703;5.0;5.35;5.2;5.35;3000
20130704;5.0;5.25;5.0;5.2;52600
20130705;5.0;5.0;5.0;5.0;2600
20130708;5.0;5.4;5.05;5.0;7300
20130709;4.85;5.1;5.05;5.05;22200
20130710;5.0;5.35;5.05;5.05;37700
20130711;5.0;5.2;5.15;5.05;56800
20130712;5.05;5.35;5.2;5.15;164300
20130715;5.05;5.35;5.15;5.2;28600
20130716;5.0;5.2;5.05;5.15;22000
20130717;5.1;5.1;5.1;5.05;52900
20130718;5.1;5.35;5.15;5.1;12500
20130719;5.1;5.2;5.1;5.15;2600
20130722;5.05;5.1;5.05;5.1;5400
20130723;5.1;5.2;5.15;5.05;500
20130724;5.15;5.2;5.15;5.15;3200
20130725;5.15;5.2;5.15;5.15;2300
20130726;5.05;5.15;5.1;5.15;12800
20130729;5.0;5.2;5.05;5.1;11800
20130730;5.0;5.2;5.1;5.05;11000
20130731;5.15;5.2;5.15;5.1;13800
