Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20140401;4.4;5.0;4.6;3.0;600
20140402;5.0;5.0;5.0;4.6;2000
20140403;5.0;5.0;5.0;5.0;1000
20140404;5.0;5.0;5.0;5.0;8500
20140407;5.0;5.0;5.0;5.0;-
20140408;5.0;5.0;5.0;5.0;-
20140409;5.0;5.0;5.0;5.0;-
20140410;5.0;5.0;5.0;5.0;-
20140411;5.0;5.0;5.0;5.0;-
20140414;5.0;5.0;5.0;5.0;-
20140415;5.5;5.5;5.5;5.0;100
20140416;5.5;5.5;5.5;5.5;-
20140417;5.6;5.6;5.6;5.5;400
20140422;5.6;5.6;5.6;5.6;-
20140423;6.0;6.0;6.0;5.6;100
20140424;6.6;6.6;6.6;6.0;100
20140425;6.55;6.55;6.55;6.6;4000
20140428;7.2;7.2;7.2;6.55;500
20140429;7.2;7.2;7.2;7.2;-
20140430;7.2;7.2;7.2;7.2;-
