Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;45.0;47.0;45.5;48.5;1400
KUKZ;Kakuzi;40.0;40.0;40.0;40.0;300
KAPC;Kapchorua Tea Kenya Plc;100.0;100.0;100.0;95.0;6100
SASN;Sasini Tea and Coffee Ltd;144.0;170.0;157.0;168.0;32500
WTK;Williamson Tea Kenya Plc;120.0;120.0;120.0;120.0;5000
CGEN;Car and General (K) Ltd;51.0;51.0;51.0;50.0;500
ABSA;ABSA Bank Kenya Plc;68.0;70.0;68.5;69.0;273700
DTK;Diamond Trust Bank Kenya Ltd;69.0;70.0;69.5;70.5;56500
EQTY;Equity Group Holdings Ltd;135.0;137.0;136.0;138.0;56800
HFCK;HF Group Ltd;38.5;42.0;40.35;39.25;59200
KCB;KCB Group Plc;215.0;219.0;217.0;219.0;87900
NBK;National Bank of Kenya Ltd;56.0;59.0;57.0;56.5;53300
NCBA;NCBA Group Plc;98.0;102.0;98.75;98.0;5400
SBIC;Stanbic Holdings Plc;90.0;93.5;91.5;88.0;2000
SCBK;Standard Chartered Bank Kenya Ltd;200.0;210.0;202.75;202.5;5300
EVRD;Eveready East Africa Ltd;17.25;21.0;17.75;19.65;943200
XPRS;Express Ltd;25.0;28.0;25.5;25.75;21400
KQ;Kenya Airways Plc;114.0;119.0;116.0;118.0;478700
NMG;Nation Media Group Plc;305.0;318.0;308.0;311.0;24200
SMER;Sameer Africa Plc;24.0;25.0;24.0;25.5;43700
SGL;Standard Group Ltd;59.0;63.0;60.0;59.5;9600
TPSE;TPS Eastern Africa (Serena) Ltd;85.5;90.0;87.0;86.0;17600
SCAN;WPP ScanGroup Plc;22.5;25.5;24.75;25.75;389100
ARM;ARM Cement Ltd;78.5;82.0;78.5;79.0;13400
BAMB;Bamburi Cement Ltd;200.0;210.0;202.0;210.0;4100
CRWN;Crown Berger Ltd;38.0;40.0;38.25;39.25;11800
CABL;East African Cables Ltd;42.0;46.0;42.75;43.25;115000
KENO;KenolKobil Ltd;110.0;111.0;110.0;110.0;75300
KEGN;Kenya Electricity Generating Company Plc;28.0;29.0;28.25;28.25;831600
KPLC;Kenya Power and Lighting Ltd;270.0;280.0;274.0;279.0;27000
TOTL;Total Kenya Ltd;34.0;34.0;34.0;34.5;1600
JUB;Jubilee Holdings Ltd;280.0;320.0;297.0;319.0;4200
SLAM;Sanlam Kenya Plc;89.0;90.0;89.5;89.5;4800
CTUM;Centum Investment Company Ltd;340.0;350.0;346.5;346.0;20500
OCH;Olympia Capital Holdings Ltd;32.0;35.0;33.75;33.5;17300
BAT;BAT Kenya Plc;195.0;195.0;195.0;193.0;300
EABL;East African Breweries Ltd;138.0;140.0;139.0;140.0;133300
MSC;Mumias Sugar Company Ltd;51.0;52.5;51.5;52.0;482800
UNGA;Unga Group Ltd;18.0;18.0;18.0;17.85;2100
^N20I;NSE 20-Share Index;5525.4;5525.4;5525.4;5572.1;-
;;;;;;
