Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;43.25;43.25;43.25;43.0;1100
KUKZ;Kakuzi;210.0;210.0;210.0;210.0;-
KAPC;Kapchorua Tea Kenya Plc;150.0;150.0;150.0;150.0;-
LIMT;Limuru Tea Plc;900.0;900.0;900.0;900.0;-
SASN;Sasini Tea and Coffee Ltd;14.75;14.8;14.75;14.7;7100
WTK;Williamson Tea Kenya Plc;300.0;300.0;300.0;300.0;-
CGEN;Car and General (K) Ltd;45.75;45.75;45.75;41.75;500
ABSA;ABSA Bank Kenya Plc;17.0;17.2;17.05;17.05;165000
COOP;Co-operative Bank of Kenya Ltd;21.5;22.5;21.5;21.75;924200
DTK;Diamond Trust Bank Kenya Ltd;260.0;261.0;260.0;264.0;4700
EQTY;Equity Group Holdings Ltd;48.75;49.25;48.75;49.25;1642200
HFCK;HF Group Ltd;45.5;47.75;46.15;47.6;104300
IMH;I & M Holdings Plc;137.0;137.0;137.0;137.0;30000
KCB;KCB Group Plc;57.5;58.5;57.5;59.0;209900
NBK;National Bank of Kenya Ltd;27.0;29.0;27.25;27.25;18800
NCBA;NCBA Group Plc;70.0;75.0;70.25;70.5;31700
SBIC;Stanbic Holdings Plc;127.0;128.0;127.0;127.0;4000
SCBK;Standard Chartered Bank Kenya Ltd;340.0;345.0;341.0;340.75;3800
EVRD;Eveready East Africa Ltd;3.6;4.05;3.9;4.0;138800
XPRS;Express Ltd;7.5;8.15;7.95;7.7;15700
KQ;Kenya Airways Plc;8.95;9.4;9.0;9.15;379000
LKL;Longhorn Publishers Plc;22.0;23.0;22.0;23.0;121800
NMG;Nation Media Group Plc;310.0;315.0;311.0;311.0;1900
SMER;Sameer Africa Plc;6.5;6.85;6.8;6.8;90100
SGL;Standard Group Ltd;35.0;35.0;35.0;33.75;100
TPSE;TPS Eastern Africa (Serena) Ltd;36.5;37.0;36.5;36.75;1463600
UCHM;Uchumi Supermarket Ltd;9.85;10.8;10.15;9.95;113800
SCAN;WPP ScanGroup Plc;45.25;46.0;45.5;46.0;2341400
ARM;ARM Cement Ltd;88.0;88.0;88.0;85.5;34700
BAMB;Bamburi Cement Ltd;159.0;160.0;159.0;155.0;3200
CRWN;Crown Berger Ltd;115.0;120.0;119.0;120.0;1300
CABL;East African Cables Ltd;15.5;15.8;15.65;15.55;14200
PORT;East African Portland Cement Ltd;71.0;71.0;71.0;70.5;1700
KENO;KenolKobil Ltd;9.5;9.9;9.6;9.55;317600
KEGN;Kenya Electricity Generating Company Plc;11.6;12.75;12.4;11.6;847100
KPLC;Kenya Power and Lighting Ltd;15.1;16.0;15.7;15.4;177500
KPLC-P4;KPLC-P4;6.7;6.7;6.7;6.7;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;27.0;29.0;27.5;28.0;47900
UMME;Umeme Ltd;20.0;20.5;20.0;20.0;220200
BRIT;Britam Holdings Ltd;29.75;30.25;30.0;27.5;949200
CIC;CIC Insurance Group Ltd;11.0;11.3;11.05;11.15;584700
JUB;Jubilee Holdings Ltd;416.0;445.0;419.0;439.0;6500
KNRE;Kenya Re-Insurance Corporation Ltd;18.2;18.5;18.4;18.35;2151600
LBTY;Liberty Kenya Holdings Ltd;22.5;23.0;22.5;22.5;39000
SLAM;Sanlam Kenya Plc;127.0;127.0;127.0;121.0;100
CTUM;Centum Investment Company Ltd;58.5;62.0;60.0;56.5;809500
HAFR;Home Afrika Ltd;4.6;4.85;4.65;4.6;529800
OCH;Olympia Capital Holdings Ltd;2.5;8.3;2.6;8.65;925700
TCL;Trans-Century Ltd;22.0;22.75;22.5;20.75;13100
NSE;Nairobi Securities Exchange Plc;22.5;23.0;22.8;22.95;148800
BAT;BAT Kenya Plc;902.0;902.0;902.0;999.0;100
BOC;BOC Kenya Plc;160.0;160.0;160.0;162.0;100
CARB;Carbacid Investments Plc;26.0;27.0;26.5;26.5;7400
EABL;East African Breweries Ltd;270.0;276.0;275.0;273.0;625100
ORCH;Kenya Orchards Ltd;130.0;130.0;130.0;127.0;100
MSC;Mumias Sugar Company Ltd;1.95;2.05;1.95;1.95;1635500
UNGA;Unga Group Ltd;49.0;50.0;49.25;49.75;6500
SCOM;Safaricom Plc;12.7;12.8;12.7;12.75;12040700
^FNK15;FTSE NSE Kenya 15 Index;210.23;211.89;210.35;210.6;-
^FNK25;FTSE NSE Kenya 25 Index;210.4;212.23;210.47;211.28;-
^N20I;NSE 20-Share Index;5311.27;5311.27;5311.27;5280.46;-
^NASI;NSE All-Share Index;161.95;161.95;161.95;162.54;-
;;;;;;
