Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;40.0;40.25;40.0;36.75;10200
KUKZ;Kakuzi;220.0;220.0;220.0;214.0;7500
KAPC;Kapchorua Tea Kenya Plc;149.0;152.0;150.0;149.0;1300
LIMT;Limuru Tea Plc;900.0;900.0;900.0;900.0;-
SASN;Sasini Tea and Coffee Ltd;14.6;15.0;14.65;14.6;96100
WTK;Williamson Tea Kenya Plc;300.0;302.0;301.0;300.0;5000
CGEN;Car and General (K) Ltd;45.75;45.75;45.75;45.75;-
ABSA;ABSA Bank Kenya Plc;16.9;17.4;17.05;17.1;144800
COOP;Co-operative Bank of Kenya Ltd;21.25;21.75;21.5;21.5;939400
DTK;Diamond Trust Bank Kenya Ltd;269.0;270.0;269.0;271.0;6700
EQTY;Equity Group Holdings Ltd;50.5;51.5;50.5;50.5;5901200
HFCK;HF Group Ltd;48.25;49.0;48.3;49.05;8200
IMH;I & M Holdings Plc;137.0;137.0;137.0;136.75;69800
KCB;KCB Group Plc;58.5;60.0;58.5;58.5;443100
NBK;National Bank of Kenya Ltd;27.0;28.75;27.5;28.25;27100
NCBA;NCBA Group Plc;69.0;70.0;69.75;69.0;20700
SBIC;Stanbic Holdings Plc;127.0;130.0;128.0;128.0;11900
SCBK;Standard Chartered Bank Kenya Ltd;337.0;340.0;337.25;337.0;4600
EVRD;Eveready East Africa Ltd;3.35;3.7;3.5;3.7;102500
XPRS;Express Ltd;7.6;8.3;8.2;8.0;3700
KQ;Kenya Airways Plc;9.0;9.45;9.05;9.1;189500
LKL;Longhorn Publishers Plc;24.25;25.0;24.5;25.0;175400
NMG;Nation Media Group Plc;310.0;312.0;311.0;310.0;8700
SMER;Sameer Africa Plc;6.35;6.7;6.55;6.5;29400
SGL;Standard Group Ltd;32.25;34.0;33.0;34.0;2100
TPSE;TPS Eastern Africa (Serena) Ltd;37.0;40.0;38.0;37.25;52500
UCHM;Uchumi Supermarket Ltd;10.0;10.7;10.25;10.6;292500
SCAN;WPP ScanGroup Plc;45.25;46.5;45.5;45.0;3200
ARM;ARM Cement Ltd;86.5;95.0;89.5;92.5;212400
BAMB;Bamburi Cement Ltd;150.0;155.0;150.0;152.0;402300
CRWN;Crown Berger Ltd;115.0;120.0;119.0;115.0;1400
CABL;East African Cables Ltd;15.25;15.45;15.4;15.3;11200
PORT;East African Portland Cement Ltd;71.0;75.0;71.0;75.0;6100
KENO;KenolKobil Ltd;9.3;9.4;9.3;9.35;398900
KEGN;Kenya Electricity Generating Company Plc;10.5;10.7;10.55;10.75;163600
KPLC;Kenya Power and Lighting Ltd;14.7;14.8;14.75;14.75;158500
KPLC-P4;KPLC-P4;6.7;6.7;6.7;6.7;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;27.5;30.0;29.5;27.5;41200
UMME;Umeme Ltd;20.0;20.0;20.0;20.0;-
BRIT;Britam Holdings Ltd;33.0;33.75;33.25;33.75;185100
CIC;CIC Insurance Group Ltd;11.0;11.3;11.15;11.1;589700
JUB;Jubilee Holdings Ltd;448.0;480.0;452.0;472.0;10300
KNRE;Kenya Re-Insurance Corporation Ltd;18.15;18.5;18.25;18.25;476500
LBTY;Liberty Kenya Holdings Ltd;21.75;22.5;22.0;22.25;49800
SLAM;Sanlam Kenya Plc;125.0;125.0;125.0;122.0;400
CTUM;Centum Investment Company Ltd;62.0;64.0;62.75;63.25;312300
HAFR;Home Afrika Ltd;4.15;4.3;4.25;4.2;235600
OCH;Olympia Capital Holdings Ltd;8.8;9.05;9.0;8.25;274400
TCL;Trans-Century Ltd;20.0;22.0;20.25;20.5;33600
NSE;Nairobi Securities Exchange Plc;22.25;23.5;22.85;23.05;521900
BAT;BAT Kenya Plc;865.0;945.0;943.0;944.0;73900
BOC;BOC Kenya Plc;158.0;163.0;162.0;164.0;5200
CARB;Carbacid Investments Plc;26.75;27.0;26.75;27.0;59100
EABL;East African Breweries Ltd;275.0;280.0;279.0;282.0;33100
ORCH;Kenya Orchards Ltd;96.5;103.0;101.0;94.0;600
MSC;Mumias Sugar Company Ltd;2.0;2.1;2.0;2.05;1460100
UNGA;Unga Group Ltd;41.25;48.0;47.5;44.0;20100
SCOM;Safaricom Plc;12.6;12.9;12.75;12.65;3247300
^FNK15;FTSE NSE Kenya 15 Index;213.0;214.92;213.12;213.4;-
^FNK25;FTSE NSE Kenya 25 Index;213.5;215.56;213.56;213.87;-
^N20I;NSE 20-Share Index;5300.21;5300.21;5300.21;5323.49;-
^NASI;NSE All-Share Index;163.27;163.27;163.27;163.49;-
;;;;;;
