Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;35.0;35.0;35.0;35.0;-
KUKZ;Kakuzi;66.5;66.5;66.5;66.5;-
KAPC;Kapchorua Tea Kenya Plc;112.0;112.0;112.0;115.0;200
LIMT;Limuru Tea Plc;317.0;317.0;317.0;317.0;-
SASN;Sasini Tea and Coffee Ltd;9.6;9.9;9.75;9.65;1500
WTK;Williamson Tea Kenya Plc;192.0;192.0;192.0;192.0;-
CGEN;Car and General (K) Ltd;24.75;27.25;24.75;27.25;4400
ABSA;ABSA Bank Kenya Plc;13.4;14.0;13.55;13.8;599300
COOP;Co-operative Bank of Kenya Ltd;14.0;14.65;14.3;14.35;731800
DTK;Diamond Trust Bank Kenya Ltd;100.0;105.0;102.0;100.0;76900
EQTY;Equity Group Holdings Ltd;20.5;21.0;20.75;20.75;3265300
HFCK;HF Group Ltd;18.25;18.75;18.45;17.6;21600
KCB;KCB Group Plc;20.5;21.5;20.75;20.25;1968900
NBK;National Bank of Kenya Ltd;26.0;27.0;26.0;26.25;16300
NCBA;NCBA Group Plc;31.5;34.0;33.0;34.0;17900
SBIC;Stanbic Holdings Plc;48.75;49.0;48.75;50.0;15000
SCBK;Standard Chartered Bank Kenya Ltd;201.0;210.0;203.0;209.25;8700
EVRD;Eveready East Africa Ltd;1.8;1.9;1.85;1.8;1800
XPRS;Express Ltd;4.0;4.0;4.0;4.0;-
KQ;Kenya Airways Plc;30.0;31.0;30.0;30.0;94700
NMG;Nation Media Group Plc;148.0;152.0;149.0;149.0;1600
SMER;Sameer Africa Plc;4.2;4.5;4.35;4.15;4000
SGL;Standard Group Ltd;30.25;30.25;30.25;28.75;100
TPSE;TPS Eastern Africa (Serena) Ltd;55.5;56.0;55.5;55.0;2600
UCHM;Uchumi Supermarket Ltd;8.55;9.05;8.95;8.55;825700
SCAN;WPP ScanGroup Plc;44.0;45.0;44.75;45.0;1377400
ARM;ARM Cement Ltd;175.0;175.0;175.0;171.0;172400
BAMB;Bamburi Cement Ltd;172.0;172.0;172.0;172.0;1200
CRWN;Crown Berger Ltd;25.75;25.75;25.75;25.75;-
CABL;East African Cables Ltd;12.0;12.1;12.0;12.2;10600
PORT;East African Portland Cement Ltd;68.5;68.5;68.5;75.0;200
KENO;KenolKobil Ltd;11.0;11.2;11.1;11.1;1985400
KEGN;Kenya Electricity Generating Company Plc;10.7;11.7;11.0;10.9;174600
KPLC;Kenya Power and Lighting Ltd;18.0;18.5;18.3;17.75;262300
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;20.25;20.25;20.25;20.25;10400
JUB;Jubilee Holdings Ltd;170.0;170.0;170.0;166.0;17400
KNRE;Kenya Re-Insurance Corporation Ltd;7.95;8.3;8.06;8.0;37400
SLAM;Sanlam Kenya Plc;27.25;28.0;27.5;29.0;4000
CTUM;Centum Investment Company Ltd;16.5;17.0;16.6;16.15;59500
OCH;Olympia Capital Holdings Ltd;4.0;4.1;4.05;4.1;800
TCL;Trans-Century Ltd;39.0;39.0;39.0;39.0;-
BAT;BAT Kenya Plc;245.0;260.0;248.0;254.0;500
BOC;BOC Kenya Plc;108.0;108.0;108.0;108.0;200
CARB;Carbacid Investments Plc;120.0;120.0;120.0;120.0;-
EABL;East African Breweries Ltd;176.0;180.0;179.0;180.0;465100
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;6.25;6.5;6.35;6.45;301000
UNGA;Unga Group Ltd;9.0;9.0;9.0;9.0;7500
SCOM;Safaricom Plc;3.3;3.4;3.35;3.3;6074000
^N20I;NSE 20-Share Index;3519.28;3519.28;3519.28;3514.21;-
^NASI;NSE All-Share Index;78.95;78.95;78.95;78.45;-
;;;;;;
