Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20090504;2.8;2.9;2.8;2.85;4700
20090505;2.8;2.9;2.8;2.8;7900
20090506;2.7;2.8;2.75;2.8;9100
20090507;2.7;2.8;2.75;2.75;3600
20090508;2.7;2.95;2.8;2.75;13300
20090511;2.55;2.8;2.6;2.8;51900
20090512;2.5;2.8;2.5;2.6;82700
20090513;2.5;2.7;2.55;2.5;5200
20090514;2.6;2.7;2.65;2.55;900
20090515;2.6;2.7;2.6;2.65;3100
20090518;2.5;2.65;2.6;2.6;55100
20090519;2.55;2.7;2.6;2.6;17600
20090520;2.5;2.65;2.55;2.6;4100
20090521;2.6;2.65;2.6;2.55;10000
20090522;2.6;2.7;2.65;2.6;2200
20090525;2.6;2.75;2.6;2.65;12400
20090526;2.6;2.65;2.6;2.6;16000
20090527;2.5;2.6;2.5;2.6;58100
20090528;2.5;2.5;2.5;2.5;5200
20090529;2.5;2.65;2.55;2.5;9700
