Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20130301;13.0;13.7;13.5;13.45;18200
20130304;13.0;13.7;13.5;13.45;18200
20130305;10.1;13.0;12.3;13.5;124900
20130306;11.15;12.2;11.15;12.3;126200
20130307;10.9;11.9;10.9;11.15;3267500
20130308;10.7;11.25;11.0;10.9;2296200
20130311;11.2;12.0;11.75;11.0;2203600
20130312;12.0;12.8;12.6;11.75;331500
20130313;11.8;13.0;12.0;12.6;636600
20130314;11.2;12.0;11.6;12.0;50500
20130315;11.25;11.95;11.55;11.6;129700
20130318;10.7;11.95;10.85;11.55;189500
20130319;10.7;10.9;10.75;10.85;1706200
20130320;10.75;10.9;10.8;10.75;344000
20130321;10.5;11.0;10.7;10.8;209100
20130322;10.25;10.75;10.5;10.7;252100
20130325;9.8;10.5;10.0;10.5;4871200
20130326;10.0;10.75;10.3;10.0;461700
20130327;10.0;10.9;10.05;10.3;3472500
20130328;10.0;10.45;10.0;10.05;620300
