Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20071203;16.5;18.25;17.65;17.4;41800
20071204;17.05;18.0;17.55;17.65;36800
20071205;17.0;19.25;17.45;17.55;21000
20071206;17.05;19.0;18.0;17.45;239900
20071207;17.1;18.0;17.65;18.0;29400
20071210;17.65;18.0;17.65;17.65;42400
20071211;17.15;18.0;17.75;17.65;33900
20071213;17.75;18.95;18.0;17.75;30600
20071214;17.1;18.5;18.1;18.0;18700
20071217;16.9;18.1;17.6;18.1;87900
20071218;17.0;18.5;17.8;17.6;24300
20071219;17.0;18.5;17.8;17.6;24300
20071220;17.0;18.0;17.9;17.8;18100
20071221;17.5;18.5;18.0;17.9;79700
20071224;17.1;18.0;17.5;18.0;47700
20071227;17.1;18.0;17.5;18.0;47700
20071228;17.1;18.0;17.5;18.0;47700
20071231;17.1;18.0;17.5;18.0;47700
