Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20071203;193.0;195.0;194.0;192.0;5200
20071204;188.0;205.0;201.0;194.0;7100
20071205;201.0;220.0;218.0;201.0;20200
20071206;218.0;230.0;223.0;218.0;4300
20071207;228.0;230.0;229.0;223.0;6000
20071210;230.0;245.0;235.0;229.0;19500
20071211;220.0;242.0;236.0;235.0;42700
20071213;220.0;225.0;220.0;236.0;1200
20071214;221.0;227.0;225.0;220.0;14300
20071217;215.0;225.0;224.0;225.0;8200
20071218;220.0;225.0;223.0;224.0;1800
20071219;220.0;225.0;223.0;224.0;1800
20071220;204.0;220.0;214.0;223.0;3900
20071221;200.0;223.0;203.0;214.0;57300
20071224;204.0;223.0;213.0;203.0;33000
20071227;204.0;223.0;213.0;203.0;33000
20071228;204.0;223.0;213.0;203.0;33000
20071231;204.0;223.0;213.0;203.0;33000
