Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;10.2;10.2;10.2;10.2;500
KUKZ;Kakuzi Plc;395.75;395.75;395.75;395.75;-
KAPC;Kapchorua Tea Kenya Plc;89.0;89.0;89.0;90.0;100
LIMT;Limuru Tea Plc;385.0;385.0;385.0;385.0;-
SASN;Sasini Plc;16.8;17.8;17.4;17.15;2000
WTK;Williamson Tea Kenya Plc;144.0;146.0;144.75;145.0;2500
CGEN;Car and General (K) Ltd;22.5;22.5;22.5;22.5;-
ABSA;ABSA Bank Kenya Plc;9.0;9.9;9.02;9.06;141600
BKG;BK Group Plc;16.7;16.7;16.7;16.7;-
COOP;Co-operative Bank of Kenya Ltd;10.8;11.7;10.8;11.15;2626300
DTK;Diamond Trust Bank Kenya Ltd;67.0;69.25;67.5;69.25;10800
EQTY;Equity Group Holdings Plc;32.0;32.75;32.5;32.5;3613200
HFCK;HF Group Ltd;3.7;3.96;3.77;3.76;59100
IMH;I & M Holdings Plc;46.0;47.0;46.3;49.0;82200
KCB;KCB Group Plc;34.35;35.0;34.85;34.35;914200
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;25.5;26.95;25.6;25.5;2200
SBIC;Stanbic Holdings Plc;80.0;80.0;80.0;79.0;300
SCBK;Standard Chartered Bank Kenya Ltd;150.0;158.0;154.0;155.0;3900
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.0;1.07;1.07;1.07;8400
XPRS;Express Kenya Plc;3.8;3.8;3.8;3.8;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;4.89;4.9;4.89;4.89;1400
NBV;Nairobi Business Ventures Ltd;0.6;0.6;0.6;0.55;1000
NMG;Nation Media Group Plc;10.65;11.2;10.7;11.05;144100
SMER;Sameer Africa Plc;3.49;3.49;3.49;3.87;200
SGL;Standard Group Plc;23.0;23.0;23.0;23.0;-
TPSE;TPS Eastern Africa (Serena) Ltd;13.7;13.7;13.7;13.7;-
UCHM;Uchumi Supermarket Plc;0.35;0.37;0.37;0.36;197600
SCAN;WPP ScanGroup Plc;18.9;21.5;19.35;19.55;842700
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;26.0;26.0;26.0;26.0;4200
CRWN;Crown Paints Kenya Plc;47.0;47.0;47.0;47.0;-
CABL;East African Cables Ltd;2.1;2.25;2.2;2.1;36300
PORT;East African Portland Cement Ltd;13.85;13.85;13.85;13.85;-
KEGN;Kenya Electricity Generating Company Plc;5.92;6.1;6.0;5.96;214900
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.85;1.92;1.88;1.89;318600
TOTL;Total Kenya Ltd;23.8;24.0;23.9;23.15;500
UMME;Umeme Ltd;7.74;7.9;7.84;7.74;400
BRIT;Britam Holdings Plc;6.5;7.0;6.8;7.06;32500
CIC;CIC Insurance Group Ltd;2.4;2.53;2.48;2.44;9900
JUB;Jubilee Holdings Ltd;240.0;249.75;240.0;240.0;340700
KNRE;Kenya Re-Insurance Corporation Ltd;2.3;2.45;2.4;2.4;252700
LBTY;Liberty Kenya Holdings Ltd;7.9;8.0;7.94;8.02;300
SLAM;Sanlam Kenya Plc;14.0;14.0;14.0;14.0;-
CTUM;Centum Investment Company Plc;23.3;23.9;23.5;23.85;9300
HAFR;Home Afrika Ltd;0.43;0.48;0.44;0.47;22300
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.24;2.24;2.24;2.24;-
TCL;Trans-Century Plc;1.83;2.01;1.92;2.03;2100
NSE;Nairobi Securities Exchange Plc;6.8;7.5;6.88;6.9;5400
BOC;BOC Kenya Plc;54.0;54.0;54.0;54.0;-
BAT;British American Tobacco Kenya Plc;315.0;318.0;316.75;317.25;11200
CARB;Carbacid Investments Plc;8.4;8.98;8.48;8.28;29900
EABL;East African Breweries Ltd;161.75;167.0;163.0;167.75;311200
FTGH;Flame Tree Group Holdings Ltd;1.39;1.54;1.41;1.47;38700
ORCH;Kenya Orchards Ltd;12.25;12.25;12.25;12.25;-
UNGA;Unga Group Ltd;30.0;30.0;30.0;30.0;-
SCOM;Safaricom Plc;28.2;29.95;29.35;28.1;6186700
FAHR;Stanlib Fahari Income-REIT;5.5;5.9;5.52;5.54;18700
GLD;ABSA NewGold ETF;1980.0;1980.0;1980.0;1860.0;500
^FNK15;FTSE NSE Kenya 15 Index;164.71;169.04;166.71;165.89;-
^FNK25;FTSE NSE Kenya 25 Index;176.8;182.73;180.12;177.47;-
^N20I;NSE 20-Share Index;1874.33;1874.33;1874.33;1886.84;-
^N25I;NSE 25-Share Index;3142.23;3142.23;3142.23;3121.55;-
^NASI;NSE All-Share Index;137.37;137.37;137.37;134.59;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1621.67;1621.67;1621.67;1613.83;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1295.23;1295.23;1295.23;1288.37;-
;;;;;;
