Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;13.8;13.8;13.8;13.8;-
KUKZ;Kakuzi Plc;423.5;423.5;423.5;423.5;-
KAPC;Kapchorua Tea Kenya Plc;90.0;90.0;90.0;90.0;-
LIMT;Limuru Tea Plc;300.0;300.0;300.0;300.0;-
SASN;Sasini Plc;18.4;19.0;18.85;18.4;1300
WTK;Williamson Tea Kenya Plc;126.0;126.0;126.0;126.0;-
CGEN;Car and General (K) Ltd;31.5;31.5;31.5;35.0;1500
ABSA;ABSA Bank Kenya Plc;10.85;11.1;10.95;10.95;213400
BKG;BK Group Plc;26.35;26.35;26.35;26.35;-
COOP;Co-operative Bank of Kenya Ltd;11.9;12.5;12.0;11.95;89600
DTK;Diamond Trust Bank Kenya Ltd;58.0;58.0;58.0;56.5;500
EQTY;Equity Group Holdings Plc;46.5;47.5;47.05;46.95;1258700
HFCK;HF Group Ltd;4.0;4.0;4.0;3.99;5700
IMH;I & M Holdings Plc;20.8;21.0;20.95;21.0;546800
KCB;KCB Group Plc;42.75;43.5;43.15;42.75;5877700
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;23.5;24.05;23.95;23.5;40200
SBIC;Stanbic Holdings Plc;87.0;87.5;87.0;87.25;1100
SCBK;Standard Chartered Bank Kenya Ltd;123.0;126.75;124.0;127.5;15200
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.95;1.05;1.02;1.02;3000
XPRS;Express Kenya Plc;4.17;4.17;4.17;4.17;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;3.9;4.0;3.98;3.95;154700
NBV;Nairobi Business Ventures Ltd;5.54;6.02;5.98;5.94;61400
NMG;Nation Media Group Plc;17.2;19.0;17.9;17.7;1000
SMER;Sameer Africa Plc;2.7;2.72;2.7;2.7;5700
SGL;Standard Group Plc;14.9;14.9;14.9;13.55;400
TPSE;TPS Eastern Africa (Serena) Ltd;15.4;15.4;15.4;14.0;257900
UCHM;Uchumi Supermarket Plc;0.22;0.22;0.22;0.22;-
SCAN;WPP ScanGroup Plc;4.1;4.2;4.14;4.11;12900
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;33.7;34.0;33.8;33.9;6200
CRWN;Crown Paints Kenya Plc;31.0;31.5;31.1;30.5;26800
CABL;East African Cables Ltd;1.2;1.28;1.21;1.25;23500
PORT;East African Portland Cement Ltd;7.0;7.1;7.0;7.0;3100
KEGN;Kenya Electricity Generating Company Plc;4.25;4.4;4.28;4.29;1348300
KPLC-P4;KPLC-P4;4.53;4.53;4.53;4.53;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.71;1.8;1.76;1.8;271300
TOTL;Total Kenya Ltd;24.5;24.5;24.5;24.5;300
UMME;Umeme Ltd;6.3;6.3;6.3;6.3;-
BRIT;Britam Holdings Plc;6.54;7.0;6.96;6.8;33200
CIC;CIC Insurance Group Ltd;2.1;2.2;2.15;2.13;21200
JUB;Jubilee Holdings Ltd;336.0;336.0;336.0;336.0;200
KNRE;Kenya Re-Insurance Corporation Ltd;2.25;2.3;2.27;2.29;16200
LBTY;Liberty Kenya Holdings Ltd;6.9;6.9;6.9;7.0;300
SLAM;Sanlam Kenya Plc;11.5;11.5;11.5;11.5;-
CTUM;Centum Investment Company Plc;14.5;15.0;14.8;14.3;25300
HAFR;Home Afrika Ltd;0.39;0.39;0.39;0.39;18900
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;1.99;1.99;1.99;1.99;100
TCL;Trans-Century Plc;1.28;1.3;1.28;1.34;500
NSE;Nairobi Securities Exchange Plc;8.22;8.58;8.52;8.58;26000
BOC;BOC Kenya Plc;72.0;72.0;72.0;72.0;-
BAT;British American Tobacco Kenya Plc;430.0;430.0;430.0;421.5;100
CARB;Carbacid Investments Plc;10.8;10.8;10.8;10.8;3100
EABL;East African Breweries Ltd;148.5;150.0;149.5;150.5;736300
FTGH;Flame Tree Group Holdings Ltd;1.35;1.35;1.35;1.35;200
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
UNGA;Unga Group Ltd;27.65;27.65;27.65;27.65;-
SCOM;Safaricom Plc;36.5;37.55;36.95;36.6;12216600
FAHR;Stanlib Fahari Income-REIT;6.4;6.4;6.4;6.2;2000
GLD;ABSA NewGold ETF;1875.0;1875.0;1875.0;1875.0;-
^FNK15;FTSE NSE Kenya 15 Index;195.21;198.86;196.69;195.6;-
^FNK25;FTSE NSE Kenya 25 Index;212.1;216.29;213.71;212.43;-
^N20I;NSE 20-Share Index;1838.69;1838.69;1838.69;1830.85;-
^N25I;NSE 25-Share Index;3548.33;3548.33;3548.33;3529.61;-
^NASI;NSE All-Share Index;160.03;160.03;160.03;158.96;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1983.81;1983.81;1983.81;1973.7;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1512.89;1512.89;1512.89;1505.18;-
;;;;;;
