20090102,6.75,6.9,6.8,725600
20090105,6.85,6.95,6.85,273500
20090106,6.9,7.0,6.9,289500
20090107,6.8,7.1,6.95,1.02M
20090108,6.6,7.0,6.85,515000
20090109,6.5,6.9,6.65,584200
20090112,6.4,6.75,6.7,416000
20090113,6.05,6.7,6.45,406900
20090114,6.0,6.5,6.05,825700
20090115,6.0,6.4,6.1,636100
20090116,6.1,6.4,6.15,176200
20090119,6.0,6.65,6.1,853800
20090120,6.05,6.3,6.05,885200
20090121,6.0,6.3,6.0,1.34M
20090122,5.95,6.1,5.95,375400
20090123,5.85,6.0,5.95,336100
20090126,5.9,6.0,5.95,857000
20090127,5.8,6.0,5.9,557400
20090128,5.8,6.0,5.9,378100
20090129,5.8,6.0,5.9,547600
20090130,4.75,5.5,5.0,1.17M
