Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20201102;35.05;36.2;35.9;36.05;159500
20201103;35.4;36.0;35.6;35.9;134100
20201104;35.2;36.5;35.4;35.6;4699000
20201105;35.25;35.6;35.4;35.4;18146300
20201106;35.55;36.45;35.6;35.4;2056100
20201109;35.6;37.0;36.4;35.6;246100
20201110;36.5;37.9;37.0;36.4;1169900
20201111;37.8;38.5;37.9;37.0;1987700
20201112;37.0;38.1;37.4;37.9;1049700
20201113;37.3;38.45;37.5;37.4;1077800
20201116;37.5;38.0;37.55;37.5;405200
20201117;37.5;37.8;37.5;37.55;862700
20201118;36.5;37.5;36.8;37.5;69900
20201119;35.5;36.75;35.95;36.8;348700
20201120;35.55;36.5;36.2;35.95;155000
20201123;36.5;37.5;36.8;36.2;4407300
20201124;36.9;37.8;37.2;36.8;129000
20201125;37.3;37.8;37.6;37.2;67200
20201126;37.45;38.0;37.8;37.6;1568900
20201127;36.7;37.7;37.15;37.8;3949100
20201130;36.9;38.0;37.0;37.15;6501900
