Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20201102;1.45;1.58;1.49;1.59;24900
20201103;1.58;1.58;1.58;1.49;4300
20201104;1.43;1.6;1.54;1.58;5200
20201105;1.39;1.53;1.39;1.54;66100
20201106;1.4;1.4;1.4;1.39;16800
20201109;1.53;1.53;1.53;1.4;3100
20201110;1.38;1.53;1.39;1.53;102200
20201111;1.36;1.4;1.38;1.39;225700
20201112;1.33;1.39;1.38;1.38;102900
20201113;1.28;1.4;1.31;1.38;118600
20201116;1.29;1.39;1.29;1.31;34600
20201117;1.27;1.3;1.28;1.29;44100
20201118;1.29;1.39;1.31;1.28;4600
20201119;1.28;1.28;1.28;1.31;36900
20201120;1.36;1.4;1.4;1.28;36100
20201123;1.3;1.4;1.4;1.4;15900
20201124;1.3;1.38;1.3;1.4;75200
20201125;1.28;1.4;1.4;1.3;31700
20201126;1.3;1.4;1.38;1.4;32800
20201127;1.4;1.4;1.4;1.38;36800
20201130;1.3;1.4;1.33;1.4;4500
