Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20201102;1306.78;1306.78;1306.78;1310.59;-
20201103;1301.84;1301.84;1301.84;1306.78;-
20201104;1300.43;1300.43;1300.43;1301.84;-
20201105;1314.18;1314.18;1314.18;1300.43;-
20201106;1322.94;1322.94;1322.94;1314.18;-
20201109;1318.12;1318.12;1318.12;1322.94;-
20201110;1335.76;1335.76;1335.76;1318.12;-
20201111;1369.87;1369.87;1369.87;1335.76;-
20201112;1361.18;1361.18;1361.18;1369.87;-
20201113;1366.17;1366.17;1366.17;1361.18;-
20201116;1366.97;1366.97;1366.97;1366.17;-
20201117;1368.42;1368.42;1368.42;1366.97;-
20201118;1357.64;1357.64;1357.64;1368.42;-
20201119;1339.91;1339.91;1339.91;1357.64;-
20201120;1340.06;1340.06;1340.06;1339.91;-
20201123;1345.15;1345.15;1345.15;1340.06;-
20201124;1342.97;1342.97;1342.97;1345.15;-
20201125;1349.23;1349.23;1349.23;1342.97;-
20201126;1347.46;1347.46;1347.46;1349.23;-
20201127;1328.57;1328.57;1328.57;1347.46;-
20201130;1334.05;1334.05;1334.05;1328.57;-
