Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20150504;3.1;3.3;3.15;3.1;338900
20150505;3.1;3.45;3.25;3.15;1117900
20150506;3.25;3.3;3.25;3.25;41800
20150507;3.2;3.4;3.25;3.25;60700
20150508;3.1;3.3;3.1;3.25;220800
20150511;2.95;3.15;3.0;3.1;361600
20150512;3.05;3.15;3.1;3.0;44000
20150513;3.05;3.15;3.1;3.1;45500
20150514;3.0;3.15;3.0;3.1;419600
20150515;2.9;3.1;3.0;3.0;430200
20150518;2.9;3.0;2.95;3.0;116300
20150519;2.9;3.0;2.9;2.95;99800
20150520;2.8;3.0;2.95;2.9;960600
20150521;2.95;3.1;2.95;2.95;247300
20150522;3.0;3.15;3.05;2.95;144500
20150525;2.95;3.1;3.0;3.05;210000
20150526;3.0;3.05;3.0;3.0;155900
20150527;3.0;3.1;3.0;3.0;35800
20150528;3.0;3.1;3.05;3.0;56000
20150529;3.0;3.1;3.05;3.05;107200
