Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20150504;33.5;34.25;33.85;33.85;184200
20150505;33.0;33.75;33.35;33.85;86000
20150506;33.25;34.5;34.25;33.35;699300
20150507;33.25;34.25;33.65;34.25;105700
20150508;32.5;33.5;32.95;33.65;106600
20150511;32.0;33.5;32.25;32.95;30800
20150512;32.0;34.5;34.3;32.25;521100
20150513;32.5;33.25;32.8;34.3;43300
20150514;32.0;32.75;32.05;32.8;37700
20150515;31.5;32.5;31.95;32.05;108500
20150518;29.5;32.75;31.55;31.95;60900
20150519;30.0;31.25;30.4;31.55;145300
20150520;29.75;30.25;29.95;30.4;254800
20150521;30.0;32.5;31.35;29.95;691400
20150522;30.5;31.0;30.8;31.35;63300
20150525;30.5;31.5;30.9;30.8;33800
20150526;29.75;31.0;30.6;30.9;311300
20150527;29.75;30.75;30.35;30.6;67700
20150528;29.75;30.25;30.0;30.35;69500
20150529;29.5;31.0;30.6;30.0;507400
