Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20220401;4.66;4.66;4.66;4.66;-
20220404;4.66;4.66;4.66;4.66;-
20220405;4.66;4.66;4.66;4.66;-
20220406;4.66;4.66;4.66;4.66;-
20220407;4.66;4.66;4.66;4.66;-
20220408;4.66;4.66;4.66;4.66;-
20220411;4.66;4.66;4.66;4.66;-
20220412;4.66;4.66;4.66;4.66;-
20220413;4.66;4.66;4.66;4.66;-
20220414;4.66;4.66;4.66;4.66;-
20220419;4.66;4.66;4.66;4.66;-
20220420;4.66;4.66;4.66;4.66;-
20220421;4.66;4.66;4.66;4.66;-
20220422;4.66;4.66;4.66;4.66;-
20220425;4.66;4.66;4.66;4.66;-
20220426;4.66;4.66;4.66;4.66;-
20220427;4.66;4.66;4.66;4.66;-
20220428;4.66;4.66;4.66;4.66;-
