Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20181203;0.45;0.45;0.45;0.45;-
20181204;0.45;0.45;0.45;0.45;-
20181205;0.45;0.45;0.45;0.45;-
20181206;0.45;0.45;0.45;0.45;-
20181207;0.45;0.45;0.45;0.45;-
20181210;0.45;0.45;0.45;0.45;-
20181211;0.45;0.45;0.45;0.45;-
20181213;0.45;0.45;0.45;0.45;-
20181214;0.45;0.45;0.45;0.45;-
20181217;0.45;0.45;0.45;0.45;-
20181218;0.45;0.45;0.45;0.45;-
20181219;0.45;0.45;0.45;0.45;-
20181220;0.45;0.45;0.45;0.45;-
20181221;0.45;0.45;0.45;0.45;-
20181224;0.45;0.45;0.45;0.45;-
20181227;0.45;0.45;0.45;0.45;-
20181228;0.45;0.45;0.45;0.45;-
20181231;0.45;0.45;0.45;0.45;-
