Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
KUKZ;Kakuzi;35.0;35.75;35.25;36.0;200
SASN;Sasini Tea and Coffee Ltd;11.55;12.5;12.0;11.85;34900
ABSA;ABSA Bank Kenya Plc;63.5;65.0;63.5;63.5;228600
DTK;Diamond Trust Bank Kenya Ltd;88.0;88.5;88.0;87.5;5800
EQTY;Equity Group Holdings Ltd;272.0;275.0;273.0;268.0;183000
HFCK;HF Group Ltd;26.0;26.75;26.45;24.5;26300
KCB;KCB Group Plc;28.25;29.5;29.0;28.25;671500
NBK;National Bank of Kenya Ltd;56.5;59.0;56.5;56.0;117600
NCBA;NCBA Group Plc;55.0;57.5;55.5;54.25;24400
SBIC;Stanbic Holdings Plc;103.0;105.0;104.0;104.0;1500
SCBK;Standard Chartered Bank Kenya Ltd;185.0;191.0;189.5;188.5;27200
EVRD;Eveready East Africa Ltd;4.9;5.15;5.0;4.9;29200
XPRS;Express Ltd;17.65;18.0;17.9;17.05;37500
KQ;Kenya Airways Plc;45.0;46.0;45.5;45.25;111100
NMG;Nation Media Group Plc;150.0;162.0;159.0;159.0;20100
SMER;Sameer Africa Plc;7.5;8.0;7.55;7.55;4700
SGL;Standard Group Ltd;52.0;52.0;52.0;52.0;500
TPSE;TPS Eastern Africa (Serena) Ltd;61.0;63.5;61.0;61.0;53500
SCAN;WPP ScanGroup Plc;31.25;32.0;31.5;31.0;25800
ARM;ARM Cement Ltd;103.0;108.0;105.0;103.0;88500
BAMB;Bamburi Cement Ltd;192.0;195.0;194.0;190.0;17100
CRWN;Crown Berger Ltd;35.0;36.0;35.0;34.25;20900
CABL;East African Cables Ltd;35.75;37.5;36.0;35.5;576600
PORT;East African Portland Cement Ltd;110.0;110.0;110.0;110.0;100
KENO;KenolKobil Ltd;88.0;90.0;89.5;87.5;157600
KEGN;Kenya Electricity Generating Company Plc;21.25;23.0;21.5;21.0;955300
KPLC;Kenya Power and Lighting Ltd;190.0;192.0;190.0;183.0;10200
TOTL;Total Kenya Ltd;29.5;30.75;29.75;29.0;10600
JUB;Jubilee Holdings Ltd;175.0;178.0;177.0;178.0;1700
KNRE;Kenya Re-Insurance Corporation Ltd;15.2;17.0;16.3;15.05;821300
CTUM;Centum Investment Company Ltd;22.25;23.75;22.95;22.85;659200
OCH;Olympia Capital Holdings Ltd;13.4;13.5;13.4;13.4;23500
BAT;BAT Kenya Plc;160.0;160.0;160.0;158.0;15800
EABL;East African Breweries Ltd;183.0;187.0;185.0;185.0;92100
MSC;Mumias Sugar Company Ltd;10.05;10.7;10.2;10.15;1534100
UNGA;Unga Group Ltd;11.5;12.2;12.15;11.35;10300
SCOM;Safaricom Plc;5.55;6.05;5.85;5.55;27467900
^N20I;NSE 20-Share Index;4689.92;4689.92;4689.92;4609.13;-
^NASI;NSE All-Share Index;99.63;99.63;99.63;97.4;-
;;;;;;
