Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20070702;25.0;26.5;25.5;26.0;69000
20070703;25.0;26.0;25.5;25.5;101700
20070704;24.75;26.0;25.5;25.5;90400
20070705;24.75;26.0;25.5;25.5;126700
20070706;24.25;26.0;25.25;25.5;58200
20070709;24.25;26.0;25.25;25.25;82900
20070710;24.0;26.0;25.75;25.25;197400
20070711;24.5;27.75;25.25;25.75;98800
20070712;25.25;26.5;26.0;25.25;131600
20070713;25.0;27.0;26.0;26.0;164400
20070716;24.5;27.0;26.0;26.0;152100
20070717;25.5;28.5;26.25;26.0;140100
20070718;25.75;26.5;26.0;26.25;92300
20070719;25.25;26.0;25.75;26.0;81600
20070720;24.75;26.25;25.75;25.75;130700
20070723;25.25;27.75;26.5;25.75;203300
20070724;25.0;27.0;26.25;26.5;183700
20070725;26.0;27.0;26.75;26.25;385700
20070726;25.75;27.25;26.5;26.75;348900
20070727;25.5;27.0;26.25;26.5;184100
20070730;26.5;27.5;26.75;26.25;159300
20070731;26.75;27.0;26.75;26.75;41500
