Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20100104;20.25;21.0;20.5;20.5;58000
20100105;20.25;20.75;20.25;20.5;133500
20100106;20.0;20.5;20.0;20.25;103600
20100107;20.0;20.5;20.25;20.0;170300
20100108;20.0;20.5;20.25;20.25;151000
20100111;20.25;20.75;20.5;20.25;207700
20100112;20.25;20.75;20.5;20.5;341100
20100113;20.25;21.25;20.75;20.5;288300
20100114;20.75;21.5;21.0;20.75;2125700
20100115;21.0;22.5;21.5;21.0;1629100
20100118;21.5;23.0;22.0;21.5;2359200
20100119;22.5;24.0;23.25;22.0;2510800
20100120;22.5;24.0;23.0;23.25;482300
20100121;22.0;23.0;22.75;23.0;773400
20100122;22.5;23.0;22.75;22.75;143200
20100125;22.5;23.0;22.75;22.75;2301700
20100126;22.5;23.0;22.5;22.75;247000
20100127;22.25;23.0;22.5;22.5;527700
20100128;22.0;22.75;22.0;22.5;256600
20100129;22.0;22.5;22.0;22.0;741400
