Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;34.0;34.0;34.0;33.5;2000
KUKZ;Kakuzi;295.0;295.0;295.0;295.0;-
KAPC;Kapchorua Tea Kenya Plc;125.0;125.0;125.0;125.0;-
LIMT;Limuru Tea Plc;952.0;952.0;952.0;952.0;-
SASN;Sasini Tea and Coffee Ltd;16.3;16.7;16.55;16.35;14800
WTK;Williamson Tea Kenya Plc;273.0;275.0;274.0;280.0;16500
CGEN;Car and General (K) Ltd;48.75;48.75;48.75;48.75;-
ABSA;ABSA Bank Kenya Plc;15.7;16.5;15.75;15.8;311700
COOP;Co-operative Bank of Kenya Ltd;21.5;22.5;21.75;21.25;1491800
DTK;Diamond Trust Bank Kenya Ltd;235.0;235.0;235.0;228.0;2200
EQTY;Equity Group Holdings Ltd;48.0;49.75;49.0;49.5;963700
HFCK;HF Group Ltd;33.0;33.75;33.35;33.85;86000
IMH;I & M Holdings Plc;137.0;137.0;137.0;138.0;2000
KCB;KCB Group Plc;61.5;63.0;62.0;62.5;3008300
NBK;National Bank of Kenya Ltd;20.0;21.0;20.75;20.5;7000
NCBA;NCBA Group Plc;59.0;60.0;59.25;59.0;136000
SBIC;Stanbic Holdings Plc;123.0;125.0;124.0;124.0;5800
SCBK;Standard Chartered Bank Kenya Ltd;322.0;330.0;329.25;321.75;17100
EVRD;Eveready East Africa Ltd;3.85;4.1;3.95;4.15;14100
XPRS;Express Ltd;5.75;5.75;5.75;5.6;2000
KQ;Kenya Airways Plc;6.7;7.0;6.95;7.0;61100
LKL;Longhorn Publishers Plc;7.5;8.2;7.65;8.1;82300
NMG;Nation Media Group Plc;225.0;225.0;225.0;225.0;12400
SMER;Sameer Africa Plc;5.4;5.5;5.4;5.4;9100
SGL;Standard Group Ltd;35.0;35.0;35.0;35.0;-
TPSE;TPS Eastern Africa (Serena) Ltd;34.75;35.0;34.75;34.5;3000
UCHM;Uchumi Supermarket Ltd;10.15;10.4;10.3;10.35;4184200
SCAN;WPP ScanGroup Plc;44.0;47.0;44.0;43.75;307500
ARM;ARM Cement Ltd;79.5;83.0;79.5;79.5;317300
BAMB;Bamburi Cement Ltd;147.0;150.0;147.0;147.0;17100
CRWN;Crown Berger Ltd;115.0;115.0;115.0;115.0;-
CABL;East African Cables Ltd;15.8;16.0;15.8;16.0;12400
PORT;East African Portland Cement Ltd;55.0;55.0;55.0;55.0;1000
KENO;KenolKobil Ltd;9.05;9.4;9.25;9.3;411000
KEGN;Kenya Electricity Generating Company Plc;9.8;10.0;9.8;9.9;268400
KPLC;Kenya Power and Lighting Ltd;17.25;17.45;17.3;17.1;165500
KPLC-P4;KPLC-P4;5.3;5.3;5.3;5.3;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;24.25;25.0;24.5;23.0;4100
UMME;Umeme Ltd;17.0;18.65;17.0;17.0;469500
BRIT;Britam Holdings Ltd;22.75;23.75;23.25;23.0;428100
CIC;CIC Insurance Group Ltd;9.2;9.5;9.2;9.2;203600
JUB;Jubilee Holdings Ltd;580.0;595.0;590.0;570.0;300
KNRE;Kenya Re-Insurance Corporation Ltd;17.1;17.45;17.1;17.45;440300
LBTY;Liberty Kenya Holdings Ltd;22.25;23.0;22.75;21.0;12000
SLAM;Sanlam Kenya Plc;120.0;127.0;121.0;122.0;19200
CTUM;Centum Investment Company Ltd;64.0;65.5;64.75;64.5;103100
HAFR;Home Afrika Ltd;3.1;3.45;3.25;3.15;1117900
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;5.4;5.5;5.4;5.3;8700
TCL;Trans-Century Ltd;14.0;14.75;14.15;15.4;10500
NSE;Nairobi Securities Exchange Plc;19.45;20.0;19.55;19.4;226700
BAT;BAT Kenya Plc;720.0;721.0;720.0;719.0;4100
BOC;BOC Kenya Plc;130.0;135.0;131.0;135.0;1600
CARB;Carbacid Investments Plc;20.0;21.25;20.0;21.0;366300
EABL;East African Breweries Ltd;322.0;330.0;328.0;322.0;78500
FTGH;Flame Tree Group Holdings Ltd;9.0;9.4;9.0;9.4;51000
ORCH;Kenya Orchards Ltd;105.0;105.0;105.0;105.0;-
MSC;Mumias Sugar Company Ltd;2.05;2.2;2.05;2.05;371000
UNGA;Unga Group Ltd;41.25;45.0;44.75;45.75;11200
SCOM;Safaricom Plc;17.4;17.65;17.5;17.45;4538200
^FNK15;FTSE NSE Kenya 15 Index;230.48;232.07;231.0;230.75;-
^FNK25;FTSE NSE Kenya 25 Index;230.29;231.95;230.87;230.62;-
^N20I;NSE 20-Share Index;5100.51;5100.51;5100.51;5085.4;-
^NASI;NSE All-Share Index;173.94;173.94;173.94;173.14;-
;;;;;;
