Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20161003;24.5;25.25;24.75;24.5;11700
20161004;25.0;25.75;25.25;24.75;461800
20161005;25.5;26.0;25.5;25.25;256100
20161006;24.75;25.5;25.0;25.5;26900
20161007;24.75;25.0;24.75;25.0;4100
20161010;25.0;25.0;25.0;24.75;1100
20161011;25.0;26.5;25.0;25.0;77900
20161012;25.0;26.5;25.0;25.0;1017000
20161013;24.75;26.25;25.0;25.0;2271100
20161014;26.5;26.5;26.5;25.0;12700
20161017;25.0;26.5;26.25;26.5;9200
20161018;25.0;26.5;26.0;26.25;4900
20161019;25.0;26.0;25.5;26.0;10400
20161021;26.25;26.5;26.25;25.5;3100
20161024;26.25;26.5;26.25;26.25;800
20161025;26.0;26.5;26.0;26.25;25700
20161026;25.0;26.25;25.5;26.0;15700
20161027;25.0;25.75;25.25;25.5;2200
20161028;25.0;26.5;25.0;25.25;20800
20161031;25.5;26.0;25.5;25.0;3200
