Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20161003;75.5;75.5;75.5;71.5;700
20161004;75.5;75.5;75.5;75.5;300
20161005;75.5;75.5;75.5;75.5;-
20161006;76.0;76.0;76.0;75.5;3400
20161007;76.0;76.5;76.0;76.0;3000
20161010;79.0;79.0;79.0;76.0;300
20161011;76.0;79.0;76.0;79.0;2200
20161012;76.0;78.0;76.5;76.0;3000
20161013;76.5;76.5;76.5;76.5;100
20161014;75.0;76.5;75.5;76.5;235600
20161017;76.0;76.5;76.0;75.5;200
20161018;74.0;74.5;74.0;76.0;900
20161019;71.0;74.0;71.5;74.0;104300
20161021;71.5;71.5;71.5;71.5;-
20161024;72.0;74.5;73.0;71.5;1000
20161025;73.0;73.0;73.0;73.0;-
20161026;72.0;74.5;72.0;73.0;1800
20161027;72.0;72.0;72.0;72.0;-
20161028;72.0;74.0;73.0;72.0;300
20161031;72.0;74.0;72.5;73.0;700
