Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20161003;19.7;20.5;20.0;19.95;7976500
20161004;20.0;20.25;20.0;20.0;8617100
20161005;19.95;20.25;20.0;20.0;4781300
20161006;19.9;20.25;19.95;20.0;3648800
20161007;19.95;20.5;20.0;19.95;3906500
20161010;20.0;20.5;20.25;20.0;37949900
20161011;19.95;20.75;20.0;20.25;9580200
20161012;19.5;20.0;19.9;20.0;3603000
20161013;19.75;20.25;19.9;19.9;6404000
20161014;19.85;20.25;19.95;19.9;495000
20161017;19.8;20.0;19.85;19.95;3695300
20161018;19.7;19.85;19.75;19.85;909500
20161019;19.55;19.8;19.7;19.75;1854300
20161021;19.65;19.85;19.7;19.7;17658500
20161024;19.7;20.25;20.0;19.7;4937900
20161025;19.8;20.25;20.0;20.0;1567600
20161026;19.95;20.25;19.95;20.0;8903900
20161027;19.9;20.0;19.95;19.95;6139900
20161028;19.8;20.0;19.9;19.95;628500
20161031;19.75;19.95;19.8;19.9;4518400
