Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20161003;6.6;6.75;6.65;6.6;471400
20161004;6.7;7.0;6.75;6.65;522400
20161005;6.75;6.9;6.85;6.75;205500
20161006;6.8;6.9;6.8;6.85;483600
20161007;6.8;6.95;6.85;6.8;288600
20161010;6.85;7.0;6.9;6.85;218100
20161011;6.85;7.0;6.85;6.9;3620100
20161012;6.85;6.95;6.85;6.85;1123800
20161013;6.8;6.9;6.85;6.85;1341400
20161014;6.85;6.9;6.85;6.85;199900
20161017;6.8;6.9;6.8;6.85;221400
20161018;6.85;7.0;6.9;6.8;197600
20161019;6.85;7.0;6.9;6.9;110500
20161021;5.5;6.5;5.95;6.9;924400
20161024;5.9;6.25;5.95;5.95;521100
20161025;5.8;6.0;5.85;5.95;533100
20161026;5.85;6.0;5.95;5.85;305600
20161027;5.85;6.0;5.85;5.95;2700300
20161028;5.8;5.9;5.85;5.85;1854100
20161031;5.8;5.9;5.8;5.85;928500
