Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180604;8.9;9.8;9.0;9.25;38700
20180605;8.8;9.2;8.95;9.0;37800
20180606;9.0;9.5;9.4;8.95;74800
20180607;9.0;9.5;9.2;9.4;27700
20180608;9.0;9.85;9.6;9.2;49500
20180611;10.0;10.55;10.15;9.6;14300
20180612;10.0;11.15;10.1;10.15;297700
20180613;11.0;11.1;11.05;10.1;68600
20180614;11.2;12.0;11.5;11.05;107400
20180615;11.2;12.0;11.5;11.05;107400
20180618;11.2;12.15;11.3;11.5;95100
20180619;11.3;12.0;11.35;11.3;39100
20180620;11.3;11.6;11.35;11.35;57400
20180621;11.35;11.7;11.45;11.35;23100
20180622;11.25;11.5;11.35;11.45;66800
20180625;10.5;11.3;10.95;11.35;45800
20180626;10.9;11.3;11.1;10.95;48000
20180627;11.0;11.5;11.05;11.1;24100
20180628;10.5;11.2;10.95;11.05;199000
20180629;10.2;11.55;10.65;10.95;39700
