Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20120702;3.4;3.75;3.65;3.75;3900
20120703;3.3;3.6;3.55;3.65;8000
20120704;3.6;3.6;3.6;3.55;300
20120705;3.8;3.9;3.85;3.6;2800
20120706;3.75;3.75;3.75;3.85;1600
20120709;3.7;3.75;3.7;3.75;2500
20120710;3.7;3.7;3.7;3.7;-
20120711;3.7;3.7;3.7;3.7;4100
20120712;3.6;3.6;3.6;3.7;1700
20120713;3.7;3.7;3.7;3.6;600
20120716;3.7;3.75;3.7;3.7;1100
20120717;3.6;3.75;3.65;3.7;1400
20120718;3.65;3.65;3.65;3.65;-
20120719;3.6;3.65;3.6;3.65;18800
20120720;3.6;3.75;3.6;3.6;5600
20120723;3.65;3.9;3.8;3.6;17000
20120724;3.65;3.65;3.65;3.8;1100
20120725;3.65;3.65;3.65;3.65;-
20120726;3.65;3.65;3.65;3.65;-
20120727;3.6;3.8;3.7;3.65;5000
20120730;3.8;3.8;3.8;3.7;100
20120731;3.65;3.85;3.65;3.8;26600
