Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20120702;125.0;125.0;125.0;135.0;100
20120703;125.0;125.0;125.0;125.0;-
20120704;125.0;130.0;125.0;125.0;3400
20120705;130.0;130.0;130.0;125.0;700
20120706;130.0;130.0;130.0;130.0;1400
20120709;132.0;132.0;132.0;130.0;1000
20120710;132.0;135.0;132.0;132.0;2600
20120711;135.0;135.0;135.0;132.0;800
20120712;139.0;139.0;139.0;135.0;200
20120713;135.0;135.0;135.0;139.0;1900
20120716;130.0;135.0;132.0;135.0;1000
20120717;132.0;132.0;132.0;132.0;100
20120718;130.0;132.0;130.0;132.0;1100
20120719;132.0;132.0;132.0;130.0;200
20120720;132.0;132.0;132.0;132.0;-
20120723;132.0;132.0;132.0;132.0;-
20120724;132.0;132.0;132.0;132.0;-
20120725;132.0;134.0;132.0;132.0;1600
20120726;132.0;132.0;132.0;132.0;-
20120727;135.0;135.0;135.0;132.0;1200
20120730;138.0;138.0;138.0;135.0;600
20120731;132.0;139.0;135.0;138.0;300
