Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210401;158.0;160.0;158.0;158.0;825100
20210406;156.0;160.0;158.0;158.0;599800
20210407;158.0;160.0;158.25;158.0;988300
20210408;158.0;164.0;159.25;158.25;38400
20210409;160.75;164.25;163.75;159.25;6700
20210412;164.0;166.0;165.75;163.75;383500
20210413;165.75;170.0;169.75;165.75;2009100
20210414;165.25;170.0;169.25;169.75;13500
20210415;169.75;170.25;170.0;169.25;133200
20210416;170.0;171.0;170.0;170.0;82400
20210419;171.0;173.0;172.5;170.0;800
20210420;170.0;173.0;170.25;172.5;64600
20210421;170.0;172.0;170.0;170.25;254300
20210422;170.0;170.25;170.0;170.0;326500
20210423;170.0;170.75;170.0;170.0;132400
20210426;168.0;169.0;168.5;170.0;1900
20210427;165.0;170.0;167.75;168.5;2900
20210428;165.0;169.0;168.75;167.75;32000
20210429;170.0;172.0;171.0;168.75;13100
20210430;168.25;170.0;169.75;171.0;64400
