Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210401;1.34;1.4;1.36;1.35;691100
20210406;1.31;1.37;1.33;1.36;428500
20210407;1.3;1.35;1.33;1.33;1946700
20210408;1.3;1.37;1.33;1.33;1364300
20210409;1.3;1.4;1.39;1.33;936100
20210412;1.33;1.45;1.36;1.39;191800
20210413;1.33;1.35;1.35;1.36;129600
20210414;1.35;1.4;1.37;1.35;60600
20210415;1.37;1.4;1.4;1.37;1230800
20210416;1.35;1.43;1.4;1.4;317700
20210419;1.37;1.49;1.43;1.4;228700
20210420;1.4;1.49;1.48;1.43;329800
20210421;1.42;1.48;1.47;1.48;1242100
20210422;1.42;1.48;1.46;1.47;80300
20210423;1.43;1.47;1.46;1.46;588100
20210426;1.42;1.45;1.44;1.46;491400
20210427;1.42;1.46;1.44;1.44;486200
20210428;1.38;1.45;1.41;1.44;348900
20210429;1.36;1.39;1.37;1.41;45500
20210430;1.36;1.4;1.38;1.37;202800
