EGAD;Eaagads Ltd;30.0;31.75;31.0;172900
KUKZ;Kakuzi;40.0;41.0;40.25;4100
REA;Rea Vipingo Plantations Ltd;25.5;26.75;26.0;34100
SASN;Sasini Tea and Coffee Ltd;110.0;120.0;115.0;90600
WTK;Williamson Tea Kenya Ltd;110.0;110.0;110.0;1000
CMC;CMC Holdings Ltd;155.0;165.0;160.0;231800
FIRE;Sameer Africa Ltd;23.0;27.75;26.75;667000
BBK;Barclays Bank Ltd;502.0;550.0;523.0;172100
DTK;Diamond Trust Bank Kenya Ltd;75.0;76.0;75.0;21300
EQTY;Equity Group Holdings Ltd;140.0;149.0;142.0;75900
HFCK;HF Group Limited;42.0;46.0;43.0;224300
KCB;Kenya Commercial Bank Ltd;215.0;220.0;217.0;285300
NBK;National Bank of Kenya Ltd;53.0;60.5;58.5;125600
NIC;NIC Bank Ltd;98.5;103.0;100.0;180700
CFC;Stanbic Holdings Ltd;85.0;91.0;89.5;15800
SCBK;Standard Chartered Bank Ltd;181.0;200.0;194.0;16600
XPRS;Express Ltd;27.5;30.0;29.0;74000
KQ;Kenya Airways Ltd;114.0;119.0;117.0;156700
NMG;Nation Media Group;310.0;330.0;318.0;13500
SGL;Standard Group Ltd;57.0;59.0;58.0;7000
TPSE;TPS Eastern Africa (Serena) Ltd;83.5;89.0;86.0;16300
SCAN;WPP ScanGroup Ltd;20.0;22.0;20.75;215700
ARM;ARM Cement Ltd;74.0;83.0;80.5;43500
BAMB;Bamburi Cement Ltd;210.0;230.0;217.0;5600
BERG;Crown Berger Ltd;42.0;44.0;42.5;22300
CABL;East African Cables Ltd;47.0;49.5;48.5;217100
PORT;East African Portland Cement Ltd;131.0;132.0;131.0;600
KENO;KenolKobil Ltd;104.0;108.0;106.0;52600
KEGN;Kenya Electricity Generating Company Ltd;28.5;31.75;30.25;1.19M
KPLC;Kenya Power and Lighting Ltd;270.0;290.0;286.0;55000
TOTL;Total Kenya Ltd;34.5;35.5;35.0;10500
JUB;Jubilee Holdings Ltd;267.0;280.0;272.0;7200
PAFR;Sanlam Kenya Plc;87.0;87.0;87.0;300
ICDC;Centum Investment Company Ltd;350.0;379.0;360.0;66700
OCH;Olympia Capital Holdings Ltd;22.5;23.0;22.5;4400
BAT;British American Tobacco Kenya Ltd;193.0;195.0;194.0;3900
EABL;East African Breweries Ltd;144.0;147.0;145.0;16700
MSC;Mumias Sugar Company Ltd;49.25;52.0;50.0;1.29M
UNGA;Unga Group Ltd;17.8;19.3;19.0;156200
^N20I;NSE 20-Share Index;5603.03;5603.03;5603.03;-
;;;;;
