EGAD;Eaagads Ltd;33.25;33.25;33.25;2400
KUKZ;Kakuzi;37.0;44.0;39.5;4900
REA;Rea Vipingo Plantations Ltd;25.5;26.5;25.75;55800
SASN;Sasini Tea and Coffee Ltd;115.0;120.0;117.0;38600
WTK;Williamson Tea Kenya Ltd;111.0;118.0;116.0;2500
C&G;Car and General (K) Ltd;57.0;60.0;59.5;600
CMC;CMC Holdings Ltd;160.0;165.0;163.0;160900
FIRE;Sameer Africa Ltd;25.25;28.0;27.25;640500
BBK;Barclays Bank Ltd;500.0;579.0;562.0;141600
DTK;Diamond Trust Bank Kenya Ltd;76.0;78.0;77.0;19800
EQTY;Equity Group Holdings Ltd;138.0;142.0;139.0;118700
HFCK;HF Group Limited;45.0;47.75;46.25;94200
KCB;Kenya Commercial Bank Ltd;215.0;218.0;216.0;72300
NBK;National Bank of Kenya Ltd;57.0;60.0;58.0;80900
NIC;NIC Bank Ltd;101.0;104.0;102.0;132000
CFC;Stanbic Holdings Ltd;80.0;84.5;83.0;1500
SCBK;Standard Chartered Bank Ltd;199.0;207.0;200.0;8300
XPRS;Express Ltd;26.0;30.0;28.5;71300
KQ;Kenya Airways Ltd;115.0;119.0;118.0;153300
NMG;Nation Media Group;315.0;329.0;319.0;25200
SGL;Standard Group Ltd;58.0;60.0;58.5;2500
TPSE;TPS Eastern Africa (Serena) Ltd;84.0;89.0;86.0;14900
SCAN;WPP ScanGroup Ltd;21.0;23.25;21.5;253900
ARM;ARM Cement Ltd;83.0;84.5;83.5;31300
BAMB;Bamburi Cement Ltd;210.0;220.0;212.0;4300
BERG;Crown Berger Ltd;39.0;40.0;39.0;13400
CABL;East African Cables Ltd;47.0;50.0;48.75;228500
PORT;East African Portland Cement Ltd;130.0;130.0;130.0;1400
KENO;KenolKobil Ltd;106.0;108.0;106.0;41600
KEGN;Kenya Electricity Generating Company Ltd;30.0;34.0;31.75;2.56M
KPLC;Kenya Power and Lighting Ltd;275.0;305.0;283.0;100500
TOTL;Total Kenya Ltd;33.0;35.0;34.5;13300
JUB;Jubilee Holdings Ltd;280.0;281.0;280.0;12000
PAFR;Sanlam Kenya Plc;83.0;87.0;83.5;2100
ICDC;Centum Investment Company Ltd;360.0;390.0;372.0;23500
OCH;Olympia Capital Holdings Ltd;19.0;20.25;19.95;8000
BAT;British American Tobacco Kenya Ltd;185.0;190.0;188.0;3200
EABL;East African Breweries Ltd;140.0;147.0;145.0;98900
MSC;Mumias Sugar Company Ltd;50.0;53.5;51.0;351300
UNGA;Unga Group Ltd;17.5;19.0;18.0;32200
^N20I;NSE 20-Share Index;5642.04;5642.04;5642.04;-
;;;;;
