EGAD;Eaagads Ltd;33.0;34.75;34.0;8500
KUKZ;Kakuzi;38.0;38.0;38.0;8200
REA;Rea Vipingo Plantations Ltd;25.0;26.5;25.25;42100
SASN;Sasini Tea and Coffee Ltd;120.0;130.0;125.0;93000
WTK;Williamson Tea Kenya Ltd;118.0;120.0;118.0;4600
CMC;CMC Holdings Ltd;160.0;167.0;164.0;139400
FIRE;Sameer Africa Ltd;26.25;29.0;28.25;565600
BBK;Barclays Bank Ltd;550.0;650.0;599.0;216000
DTK;Diamond Trust Bank Kenya Ltd;76.0;77.5;76.0;18600
EQTY;Equity Group Holdings Ltd;130.0;138.0;134.0;42000
HFCK;HF Group Limited;43.0;47.0;46.5;127600
KCB;Kenya Commercial Bank Ltd;214.0;218.0;215.0;222200
NBK;National Bank of Kenya Ltd;58.0;60.0;59.0;35700
NIC;NIC Bank Ltd;100.0;102.0;100.0;45300
CFC;Stanbic Holdings Ltd;83.0;85.0;83.0;3500
SCBK;Standard Chartered Bank Ltd;200.0;215.0;209.0;77700
XPRS;Express Ltd;28.0;30.0;29.0;71400
KQ;Kenya Airways Ltd;119.0;124.0;120.0;147000
NMG;Nation Media Group;305.0;335.0;309.0;81600
SGL;Standard Group Ltd;53.0;58.0;55.0;33100
TPSE;TPS Eastern Africa (Serena) Ltd;87.5;92.5;91.0;165400
SCAN;WPP ScanGroup Ltd;20.25;23.0;21.75;321900
ARM;ARM Cement Ltd;80.0;84.5;81.5;49400
BAMB;Bamburi Cement Ltd;206.0;220.0;210.0;25400
BERG;Crown Berger Ltd;39.0;42.0;40.25;10200
CABL;East African Cables Ltd;45.0;50.0;47.25;320800
KENO;KenolKobil Ltd;107.0;110.0;109.0;126800
KEGN;Kenya Electricity Generating Company Ltd;30.0;33.5;31.5;1.34M
KPLC;Kenya Power and Lighting Ltd;285.0;293.0;288.0;291300
TOTL;Total Kenya Ltd;33.0;35.0;33.75;13800
JUB;Jubilee Holdings Ltd;281.0;287.0;285.0;7300
PAFR;Sanlam Kenya Plc;83.0;83.0;83.0;100
ICDC;Centum Investment Company Ltd;370.0;410.0;391.0;111700
OCH;Olympia Capital Holdings Ltd;19.0;20.25;19.6;8000
BAT;British American Tobacco Kenya Ltd;190.0;192.0;190.0;1200
EABL;East African Breweries Ltd;142.0;146.0;145.0;137800
MSC;Mumias Sugar Company Ltd;50.0;55.0;51.5;561600
UNGA;Unga Group Ltd;16.7;18.0;16.8;177700
^N20I;NSE 20-Share Index;5667.3;5667.3;5667.3;-
;;;;;
