20080801,30.0,30.75,30.25,449600
20080804,28.5,30.5,29.75,541600
20080805,29.0,30.25,29.75,1.11M
20080806,29.0,30.0,29.25,474500
20080807,28.0,29.5,28.75,563300
20080808,27.75,29.0,28.25,234800
20080811,27.5,28.5,28.0,286600
20080812,26.75,28.0,27.5,542400
20080813,27.0,28.0,27.5,698600
20080814,27.0,29.5,28.25,633800
20080815,28.25,29.5,29.0,671500
20080818,29.0,31.5,30.0,1.33M
20080819,30.5,32.0,31.5,1.08M
20080820,29.0,31.5,30.25,2.80M
20080821,28.5,29.5,29.0,639500
20080822,28.0,29.5,28.75,305600
20080825,27.25,29.0,28.0,3.13M
20080826,26.0,28.0,26.5,9.79M
20080827,26.75,27.75,27.0,5.50M
20080828,27.0,27.75,27.25,2.73M
20080829,27.0,28.0,27.0,11.94M
