20140603,5.0,5.2,5.05,231200
20140604,4.9,5.0,4.95,129300
20140605,4.95,5.1,5.0,199500
20140606,4.95,5.0,4.95,230000
20140609,4.9,5.0,4.95,99000
20140610,4.9,5.0,4.95,53500
20140611,4.8,5.0,4.85,140600
20140612,4.85,5.0,4.85,164600
20140613,4.8,4.95,4.85,255300
20140616,4.8,5.0,4.9,336700
20140617,4.55,4.95,4.8,89600
20140618,4.5,4.95,4.6,548800
20140619,4.5,4.95,4.5,1.05M
20140620,4.5,4.95,4.55,1.27M
20140623,4.6,4.9,4.7,1.11M
20140624,4.6,5.0,4.75,236900
20140625,4.5,4.85,4.6,402800
20140626,4.4,4.7,4.5,361700
20140627,4.3,4.6,4.4,796100
20140630,4.35,4.8,4.4,853500
